post_id,mentor_id,target_level_num,required_education_num,is_open,is_available,capacity,program_enrollment_count,program_popularity_log,spots_left,spots_left_log,required_skill_count,avg_required_skill_level,program_difficulty_score,requirement_set,requirement_level_map,deadline,days_until_deadline,deadline_passed
1767,1252,1,3,1,1,5,0,0.0,5,1.791759469228055,3,2.6666666666666665,1.6666666666666665,"{146, 147, 148}","{147: 2, 146: 2, 148: 4}",2026-06-23 00:00:00,275,0
1768,1252,2,2,1,1,8,0,0.0,8,2.1972245773362196,3,1.6666666666666667,1.8666666666666667,"{154, 150, 151}","{151: 1, 154: 1, 150: 3}",2026-07-05 00:00:00,287,0
1769,346,1,4,1,1,5,0,0.0,5,1.791759469228055,3,2.3333333333333335,1.5333333333333334,"{96, 97, 101}","{101: 2, 97: 2, 96: 3}",2026-06-25 00:00:00,277,0
1770,1129,1,4,1,1,8,0,0.0,8,2.1972245773362196,3,1.6666666666666667,1.2666666666666666,"{11, 12, 14}","{12: 1, 11: 2, 14: 2}",2026-06-19 00:00:00,271,0
1771,1129,1,3,1,1,10,0,0.0,10,2.3978952727983707,3,1.0,1.0,"{11, 12, 14}","{12: 1, 14: 1, 11: 1}",2026-06-06 00:00:00,258,0
1772,1129,1,2,1,1,7,0,0.0,7,2.0794415416798357,3,1.3333333333333333,1.1333333333333333,"{11, 12, 14}","{12: 1, 11: 1, 14: 2}",2026-06-09 00:00:00,261,0
1773,1129,1,4,1,1,5,0,0.0,5,1.791759469228055,3,2.3333333333333335,1.5333333333333334,"{33, 34, 31}","{34: 1, 31: 3, 33: 3}",2025-12-02 00:00:00,72,0
1774,3222,2,2,1,1,8,3,1.3862943611198906,5,1.791759469228055,3,2.0,2.0,"{32, 29, 31}","{31: 2, 29: 2, 32: 2}",2025-10-26 00:00:00,35,0
1775,680,1,5,1,1,3,0,0.0,3,1.3862943611198906,3,1.0,1.0,"{49, 50, 54}","{54: 1, 49: 1, 50: 1}",2025-09-30 00:00:00,9,0
1776,680,1,4,1,1,8,0,0.0,8,2.1972245773362196,3,2.3333333333333335,1.5333333333333334,"{49, 50, 54}","{54: 2, 50: 2, 49: 3}",2026-07-10 00:00:00,292,0
1777,2116,1,5,1,1,9,0,0.0,9,2.302585092994046,3,1.3333333333333333,1.1333333333333333,"{1, 2, 4}","{2: 1, 4: 1, 1: 2}",2026-07-08 00:00:00,290,0
1778,2116,1,3,1,1,7,0,0.0,7,2.0794415416798357,3,1.3333333333333333,1.1333333333333333,"{2, 4, 5}","{5: 1, 2: 1, 4: 2}",2026-06-02 00:00:00,254,0
1779,2116,1,2,1,1,5,0,0.0,5,1.791759469228055,3,1.6666666666666667,1.2666666666666666,"{2, 4, 5}","{2: 1, 4: 2, 5: 2}",2026-04-30 00:00:00,221,0
1781,2116,1,4,1,1,8,0,0.0,8,2.1972245773362196,2,1.5,1.2000000000000002,"{43, 38}","{38: 1, 43: 2}",2026-07-13 00:00:00,295,0
1782,5411,1,4,1,1,8,0,0.0,8,2.1972245773362196,3,2.3333333333333335,1.5333333333333334,"{121, 122, 123}","{122: 1, 121: 3, 123: 3}",2026-07-08 00:00:00,290,0
1783,4278,1,4,1,1,6,0,0.0,6,1.9459101490553132,2,2.5,1.6,"{32, 13}","{32: 2, 13: 3}",2026-06-06 00:00:00,258,0
1785,4278,1,3,1,1,9,0,0.0,9,2.302585092994046,3,1.0,1.0,"{56, 49, 55}","{56: 1, 49: 1, 55: 1}",2025-11-23 00:00:00,63,0
1787,2260,2,2,1,1,7,0,0.0,7,2.0794415416798357,3,2.0,2.0,"{106, 108, 109}","{108: 1, 109: 1, 106: 4}",2026-07-09 00:00:00,291,0
1788,2260,1,4,1,1,9,0,0.0,9,2.302585092994046,3,2.0,1.4,"{106, 108, 109}","{108: 1, 106: 2, 109: 3}",2026-06-19 00:00:00,271,0
1790,4986,1,1,1,1,5,0,0.0,5,1.791759469228055,3,2.0,1.4,"{57, 59, 61}","{57: 1, 61: 2, 59: 3}",2026-05-01 00:00:00,222,0
1792,1236,2,3,1,1,6,0,0.0,6,1.9459101490553132,3,2.0,2.0,"{124, 126, 127}","{124: 1, 127: 1, 126: 4}",2026-06-16 00:00:00,268,0
1798,3424,1,2,1,1,8,0,0.0,8,2.1972245773362196,3,2.6666666666666665,1.6666666666666665,"{42, 37, 46}","{42: 2, 37: 2, 46: 4}",2026-06-09 00:00:00,261,0
1802,2338,2,1,1,1,14,6,1.9459101490553132,8,2.1972245773362196,3,1.0,1.6,"{36, 37, 47}","{37: 1, 36: 1, 47: 1}",2025-11-03 00:00:00,43,0
1803,2338,2,4,1,1,5,0,0.0,5,1.791759469228055,3,2.0,2.0,"{1, 4, 5}","{1: 2, 5: 2, 4: 2}",2026-01-16 00:00:00,117,0
1805,1959,1,5,1,1,9,0,0.0,9,2.302585092994046,3,1.3333333333333333,1.1333333333333333,"{32, 33, 31}","{33: 1, 32: 1, 31: 2}",2025-11-30 00:00:00,70,0
1807,5417,1,5,1,1,6,0,0.0,6,1.9459101490553132,3,2.3333333333333335,1.5333333333333334,"{48, 49, 54}","{48: 1, 49: 2, 54: 4}",2026-06-22 00:00:00,274,0
1809,5417,1,5,1,1,10,0,0.0,10,2.3978952727983707,3,2.6666666666666665,1.6666666666666665,"{42, 37, 39}","{39: 1, 37: 3, 42: 4}",2026-07-08 00:00:00,290,0
1810,4368,1,4,1,1,7,0,0.0,7,2.0794415416798357,3,1.6666666666666667,1.2666666666666666,"{124, 125, 127}","{125: 1, 127: 2, 124: 2}",2026-07-11 00:00:00,293,0
1811,4368,2,5,1,1,4,0,0.0,4,1.6094379124341003,2,2.0,2.0,"{116, 118}","{118: 1, 116: 3}",2026-06-21 00:00:00,273,0
1812,1879,1,2,1,1,5,1,0.6931471805599453,4,1.6094379124341003,2,1.5,1.2000000000000002,"{128, 129}","{128: 1, 129: 2}",2025-10-23 00:00:00,32,0
1813,1879,1,4,1,1,5,0,0.0,5,1.791759469228055,2,1.5,1.2000000000000002,"{128, 129}","{129: 1, 128: 2}",2026-02-03 00:00:00,135,0
1814,1879,1,3,1,1,8,0,0.0,8,2.1972245773362196,3,2.3333333333333335,1.5333333333333334,"{136, 137, 138}","{136: 1, 138: 2, 137: 4}",2026-07-01 00:00:00,283,0
1816,3202,2,4,1,1,3,0,0.0,3,1.3862943611198906,3,1.0,1.6,"{56, 53, 54}","{56: 1, 54: 1, 53: 1}",2026-06-20 00:00:00,272,0
1819,890,1,5,1,1,8,0,0.0,8,2.1972245773362196,3,2.0,1.4,"{117, 118, 119}","{117: 1, 118: 2, 119: 3}",2026-07-06 00:00:00,288,0
1821,890,1,1,1,1,5,0,0.0,5,1.791759469228055,3,1.3333333333333333,1.1333333333333333,"{116, 117, 119}","{119: 1, 116: 1, 117: 2}",2026-06-30 00:00:00,282,0
1824,3627,2,5,1,1,7,0,0.0,7,2.0794415416798357,3,2.3333333333333335,2.1333333333333333,"{48, 56, 50}","{48: 1, 50: 2, 56: 4}",2026-06-11 00:00:00,263,0
1825,3627,1,1,1,1,10,0,0.0,10,2.3978952727983707,3,1.3333333333333333,1.1333333333333333,"{8, 2, 3}","{8: 1, 2: 1, 3: 2}",2026-06-02 00:00:00,254,0
1826,3627,1,1,1,1,15,7,2.0794415416798357,8,2.1972245773362196,3,1.0,1.0,"{48, 49, 50}","{48: 1, 49: 1, 50: 1}",2025-10-02 00:00:00,11,0
1829,1863,1,1,1,1,9,0,0.0,9,2.302585092994046,3,1.0,1.0,"{26, 22, 23}","{22: 1, 23: 1, 26: 1}",2026-07-10 00:00:00,292,0
1830,1863,1,1,1,1,9,2,1.0986122886681098,7,2.0794415416798357,3,1.6666666666666667,1.2666666666666666,"{19, 11, 14}","{14: 1, 11: 2, 19: 2}",2025-10-20 00:00:00,29,0
1831,1863,2,1,1,1,5,0,0.0,5,1.791759469228055,3,2.3333333333333335,2.1333333333333333,"{11, 19, 14}","{14: 1, 19: 3, 11: 3}",2026-02-16 00:00:00,148,0
1833,3244,1,2,1,1,8,0,0.0,8,2.1972245773362196,3,2.3333333333333335,1.5333333333333334,"{8, 5, 7}","{8: 1, 5: 2, 7: 4}",2026-06-14 00:00:00,266,0
1834,3244,2,3,1,1,6,1,0.6931471805599453,5,1.791759469228055,3,1.6666666666666667,1.8666666666666667,"{10, 19, 14}","{14: 1, 19: 2, 10: 2}",2025-10-18 00:00:00,27,0
1836,660,1,2,1,1,7,0,0.0,7,2.0794415416798357,3,1.6666666666666667,1.2666666666666666,"{124, 125, 126}","{125: 1, 126: 2, 124: 2}",2026-06-26 00:00:00,278,0
1838,4830,1,3,1,1,7,0,0.0,7,2.0794415416798357,3,1.6666666666666667,1.2666666666666666,"{90, 93, 94}","{90: 1, 93: 1, 94: 3}",2026-07-08 00:00:00,290,0
1839,4830,1,4,1,1,6,0,0.0,6,1.9459101490553132,3,2.3333333333333335,1.5333333333333334,"{89, 93, 94}","{93: 1, 89: 2, 94: 4}",2026-01-19 00:00:00,120,0
1842,2416,1,5,1,1,7,0,0.0,7,2.0794415416798357,3,1.6666666666666667,1.2666666666666666,"{25, 27, 23}","{27: 1, 23: 2, 25: 2}",2026-06-05 00:00:00,257,0
1843,2416,1,4,1,1,8,0,0.0,8,2.1972245773362196,3,1.3333333333333333,1.1333333333333333,"{56, 49, 55}","{49: 1, 55: 1, 56: 2}",2026-07-10 00:00:00,292,0
1844,2416,1,5,1,1,8,0,0.0,8,2.1972245773362196,3,2.0,1.4,"{25, 27, 23}","{25: 1, 27: 1, 23: 4}",2026-05-11 00:00:00,232,0
1849,2088,1,5,1,1,6,0,0.0,6,1.9459101490553132,3,2.0,1.4,"{33, 34, 31}","{34: 1, 33: 1, 31: 4}",2026-06-05 00:00:00,257,0
1850,1065,2,4,1,1,8,0,0.0,8,2.1972245773362196,3,2.3333333333333335,2.1333333333333333,"{131, 132, 134}","{131: 1, 134: 2, 132: 4}",2026-05-31 00:00:00,252,0
1851,1065,2,5,1,1,8,0,0.0,8,2.1972245773362196,3,1.6666666666666667,1.8666666666666667,"{147, 148, 149}","{147: 1, 148: 2, 149: 2}",2026-06-17 00:00:00,269,0
1855,4203,1,2,1,1,9,0,0.0,9,2.302585092994046,2,2.5,1.6,"{72, 76}","{72: 2, 76: 3}",2026-06-02 00:00:00,254,0
1856,4203,1,3,1,1,10,0,0.0,10,2.3978952727983707,2,2.5,1.6,"{76, 78}","{76: 2, 78: 3}",2026-07-12 00:00:00,294,0
1857,4203,2,5,1,1,7,0,0.0,7,2.0794415416798357,3,3.0,2.4000000000000004,"{89, 92, 95}","{95: 1, 89: 4, 92: 4}",2025-09-28 00:00:00,7,0
1858,5104,1,4,1,1,7,0,0.0,7,2.0794415416798357,3,1.3333333333333333,1.1333333333333333,"{93, 94, 95}","{93: 1, 94: 1, 95: 2}",2026-07-08 00:00:00,290,0
1859,5104,2,4,1,1,7,0,0.0,7,2.0794415416798357,3,2.3333333333333335,2.1333333333333333,"{82, 84, 85}","{84: 2, 82: 2, 85: 3}",2026-07-03 00:00:00,285,0
1860,5104,2,4,1,1,7,0,0.0,7,2.0794415416798357,3,1.6666666666666667,1.8666666666666667,"{82, 84, 85}","{85: 1, 82: 1, 84: 3}",2026-03-17 00:00:00,177,0
1861,5104,2,2,1,1,8,2,1.0986122886681098,6,1.9459101490553132,3,1.6666666666666667,1.8666666666666667,"{82, 84, 85}","{84: 1, 85: 2, 82: 2}",2025-11-16 00:00:00,56,0
1863,2747,2,4,1,1,5,1,0.6931471805599453,4,1.6094379124341003,3,2.0,2.0,"{96, 97, 98}","{97: 1, 98: 2, 96: 3}",2026-06-22 00:00:00,274,0
1870,1774,1,4,1,1,10,0,0.0,10,2.3978952727983707,2,2.5,1.6,"{33, 34}","{33: 2, 34: 3}",2026-07-10 00:00:00,292,0
1872,1809,1,5,1,1,4,0,0.0,4,1.6094379124341003,3,2.3333333333333335,1.5333333333333334,"{146, 147, 149}","{147: 1, 146: 3, 149: 3}",2026-06-23 00:00:00,275,0
1873,1809,1,4,1,1,9,0,0.0,9,2.302585092994046,2,3.5,2.0,"{128, 129}","{129: 3, 128: 4}",2026-07-09 00:00:00,291,0
1874,1809,1,4,1,1,10,0,0.0,10,2.3978952727983707,3,2.0,1.4,"{146, 147, 149}","{149: 1, 147: 1, 146: 4}",2026-06-20 00:00:00,272,0
1875,1878,1,2,1,1,10,0,0.0,10,2.3978952727983707,3,1.3333333333333333,1.1333333333333333,"{72, 73, 74}","{72: 1, 73: 1, 74: 2}",2026-07-10 00:00:00,292,0
1876,1878,2,4,1,1,9,0,0.0,9,2.302585092994046,3,1.6666666666666667,1.8666666666666667,"{72, 73, 74}","{74: 1, 72: 2, 73: 2}",2026-01-19 00:00:00,120,0
1877,1878,1,3,1,1,7,0,0.0,7,2.0794415416798357,3,2.3333333333333335,1.5333333333333334,"{72, 73, 74}","{73: 1, 74: 2, 72: 4}",2025-09-29 00:00:00,8,0
1880,4964,1,2,1,1,6,1,0.6931471805599453,5,1.791759469228055,3,1.3333333333333333,1.1333333333333333,"{32, 33, 30}","{33: 1, 32: 1, 30: 2}",2026-06-22 00:00:00,274,0
1881,4964,1,4,1,1,5,0,0.0,5,1.791759469228055,3,1.3333333333333333,1.1333333333333333,"{32, 33, 30}","{32: 1, 33: 1, 30: 2}",2026-06-14 00:00:00,266,0
1883,341,1,2,1,1,5,0,0.0,5,1.791759469228055,3,1.0,1.0,"{3, 5, 7}","{7: 1, 3: 1, 5: 1}",2026-07-14 00:00:00,296,0
1884,341,1,5,1,1,7,0,0.0,7,2.0794415416798357,2,2.0,1.4,"{49, 55}","{55: 1, 49: 3}",2026-05-31 00:00:00,252,0
1886,2231,1,3,1,1,9,0,0.0,9,2.302585092994046,3,2.0,1.4,"{32, 30, 31}","{31: 1, 32: 2, 30: 3}",2026-07-05 00:00:00,287,0
1887,2231,1,5,1,1,7,1,0.6931471805599453,6,1.9459101490553132,3,1.6666666666666667,1.2666666666666666,"{32, 29, 31}","{31: 1, 29: 2, 32: 2}",2025-11-07 00:00:00,47,0
1896,960,1,2,1,1,12,4,1.6094379124341003,8,2.1972245773362196,3,1.3333333333333333,1.1333333333333333,"{24, 25, 26}","{24: 1, 26: 1, 25: 2}",2025-11-18 00:00:00,58,0
1901,3660,2,5,1,1,6,0,0.0,6,1.9459101490553132,3,2.3333333333333335,2.1333333333333333,"{144, 145, 141}","{145: 1, 144: 3, 141: 3}",2026-07-06 00:00:00,288,0
1902,3660,1,3,1,1,4,0,0.0,4,1.6094379124341003,3,1.3333333333333333,1.1333333333333333,"{152, 153, 154}","{153: 1, 154: 1, 152: 2}",2026-06-02 00:00:00,254,0
1906,3844,1,2,1,1,9,0,0.0,9,2.302585092994046,3,1.0,1.0,"{42, 44, 47}","{44: 1, 42: 1, 47: 1}",2026-06-19 00:00:00,271,0
1907,3844,2,4,1,1,9,5,1.791759469228055,4,1.6094379124341003,3,1.3333333333333333,1.7333333333333334,"{24, 25, 22}","{24: 1, 22: 1, 25: 2}",2025-11-20 00:00:00,60,0
1910,3113,1,1,1,1,6,0,0.0,6,1.9459101490553132,3,2.3333333333333335,1.5333333333333334,"{10, 20, 12}","{20: 2, 12: 2, 10: 3}",2026-06-08 00:00:00,260,0
1912,5469,1,5,1,1,10,0,0.0,10,2.3978952727983707,3,1.6666666666666667,1.2666666666666666,"{44, 38, 36}","{36: 1, 38: 2, 44: 2}",2026-06-02 00:00:00,254,0
1913,5469,1,3,1,1,6,0,0.0,6,1.9459101490553132,3,1.0,1.0,"{56, 54, 55}","{56: 1, 55: 1, 54: 1}",2026-06-08 00:00:00,260,0
1914,5469,1,5,1,1,10,0,0.0,10,2.3978952727983707,3,1.6666666666666667,1.2666666666666666,"{32, 34, 30}","{34: 1, 30: 2, 32: 2}",2026-06-20 00:00:00,272,0
1915,5469,2,4,1,1,9,3,1.3862943611198906,6,1.9459101490553132,3,1.0,1.6,"{46, 36, 38}","{36: 1, 46: 1, 38: 1}",2025-12-09 00:00:00,79,0
1916,2211,1,4,1,1,8,0,0.0,8,2.1972245773362196,3,1.6666666666666667,1.2666666666666666,"{146, 147, 148}","{148: 1, 146: 2, 147: 2}",2026-06-21 00:00:00,273,0
1917,2211,1,2,1,1,8,0,0.0,8,2.1972245773362196,3,1.6666666666666667,1.2666666666666666,"{146, 147, 148}","{148: 1, 147: 2, 146: 2}",2026-06-24 00:00:00,276,0
1918,2211,1,3,1,1,8,0,0.0,8,2.1972245773362196,3,1.3333333333333333,1.1333333333333333,"{146, 147, 149}","{147: 1, 146: 1, 149: 2}",2026-04-21 00:00:00,212,0
1919,2211,1,4,1,1,4,0,0.0,4,1.6094379124341003,3,1.6666666666666667,1.2666666666666666,"{128, 130, 131}","{128: 1, 131: 1, 130: 3}",2026-07-02 00:00:00,284,0
1920,5493,2,5,1,1,8,0,0.0,8,2.1972245773362196,3,2.6666666666666665,2.2666666666666666,"{80, 76, 77}","{80: 2, 76: 2, 77: 4}",2026-06-19 00:00:00,271,0
1921,5493,1,3,1,1,8,0,0.0,8,2.1972245773362196,3,2.0,1.4,"{90, 94, 95}","{95: 1, 90: 2, 94: 3}",2026-06-18 00:00:00,270,0
1922,5493,1,4,1,1,5,0,0.0,5,1.791759469228055,3,1.6666666666666667,1.2666666666666666,"{80, 76, 77}","{76: 1, 77: 1, 80: 3}",2026-06-02 00:00:00,254,0
1928,4181,1,5,1,1,8,0,0.0,8,2.1972245773362196,3,2.0,1.4,"{18, 11, 20}","{11: 1, 18: 2, 20: 3}",2025-11-24 00:00:00,64,0
1929,1326,1,2,1,1,9,0,0.0,9,2.302585092994046,2,2.5,1.6,"{24, 22}","{24: 2, 22: 3}",2025-12-08 00:00:00,78,0
1932,1326,1,4,1,1,7,0,0.0,7,2.0794415416798357,2,2.0,1.4,"{56, 36}","{56: 2, 36: 2}",2025-10-20 00:00:00,29,0
1933,5294,1,4,1,1,10,0,0.0,10,2.3978952727983707,3,2.0,1.4,"{124, 126, 127}","{124: 2, 127: 2, 126: 2}",2026-05-31 00:00:00,252,0
1936,1626,1,2,1,1,6,0,0.0,6,1.9459101490553132,2,1.5,1.2000000000000002,"{147, 149}","{147: 1, 149: 2}",2025-12-29 00:00:00,99,0
1937,1626,1,4,1,1,6,0,0.0,6,1.9459101490553132,2,1.5,1.2000000000000002,"{147, 149}","{147: 1, 149: 2}",2026-06-17 00:00:00,269,0
1938,1626,1,3,1,1,7,0,0.0,7,2.0794415416798357,2,3.0,1.8000000000000003,"{147, 149}","{149: 2, 147: 4}",2026-06-23 00:00:00,275,0
1939,597,1,3,1,1,8,0,0.0,8,2.1972245773362196,2,1.0,1.0,"{48, 53}","{48: 1, 53: 1}",2026-06-22 00:00:00,274,0
1941,3145,1,5,1,1,7,0,0.0,7,2.0794415416798357,3,1.0,1.0,"{144, 141, 142}","{142: 1, 141: 1, 144: 1}",2026-06-13 00:00:00,265,0
1943,3145,2,2,1,1,8,0,0.0,8,2.1972245773362196,3,2.3333333333333335,2.1333333333333333,"{144, 142, 143}","{142: 1, 143: 2, 144: 4}",2026-06-06 00:00:00,258,0
1944,4775,1,1,1,1,6,1,0.6931471805599453,5,1.791759469228055,3,1.6666666666666667,1.2666666666666666,"{56, 49, 55}","{56: 1, 55: 2, 49: 2}",2026-05-12 00:00:00,233,0
1945,4775,1,2,1,1,7,0,0.0,7,2.0794415416798357,3,1.0,1.0,"{8, 3, 4}","{4: 1, 8: 1, 3: 1}",2026-02-02 00:00:00,134,0
1946,4775,1,5,1,1,5,0,0.0,5,1.791759469228055,3,1.6666666666666667,1.2666666666666666,"{56, 49, 55}","{49: 1, 56: 2, 55: 2}",2026-06-08 00:00:00,260,0
1947,3864,2,2,1,1,5,0,0.0,5,1.791759469228055,3,2.3333333333333335,2.1333333333333333,"{16, 19, 13}","{13: 2, 19: 2, 16: 3}",2026-06-24 00:00:00,276,0
1950,5311,1,1,1,1,10,0,0.0,10,2.3978952727983707,3,1.6666666666666667,1.2666666666666666,"{66, 67, 68}","{68: 1, 66: 2, 67: 2}",2026-07-09 00:00:00,291,0
1952,4680,1,5,1,1,7,0,0.0,7,2.0794415416798357,3,2.3333333333333335,1.5333333333333334,"{72, 73, 75}","{73: 1, 72: 2, 75: 4}",2026-05-31 00:00:00,252,0
1953,4680,1,4,1,1,7,0,0.0,7,2.0794415416798357,3,3.0,1.8000000000000003,"{65, 67, 70}","{70: 3, 67: 3, 65: 3}",2026-06-06 00:00:00,258,0
1954,4680,1,2,1,1,4,0,0.0,4,1.6094379124341003,3,2.0,1.4,"{72, 73, 75}","{75: 1, 72: 2, 73: 3}",2026-03-24 00:00:00,184,0
1956,5279,1,4,1,1,7,0,0.0,7,2.0794415416798357,3,1.3333333333333333,1.1333333333333333,"{154, 150, 151}","{150: 1, 151: 1, 154: 2}",2026-02-28 00:00:00,160,0
1960,4303,2,1,1,1,8,0,0.0,8,2.1972245773362196,3,2.3333333333333335,2.1333333333333333,"{152, 154, 150}","{150: 1, 152: 3, 154: 3}",2025-11-17 00:00:00,57,0
1961,3255,1,4,1,1,8,0,0.0,8,2.1972245773362196,3,1.6666666666666667,1.2666666666666666,"{96, 97, 99}","{97: 1, 99: 1, 96: 3}",2026-06-26 00:00:00,278,0
1962,3255,1,5,1,1,6,0,0.0,6,1.9459101490553132,3,1.0,1.0,"{77, 78, 79}","{78: 1, 77: 1, 79: 1}",2026-06-17 00:00:00,269,0
1964,363,1,3,1,1,10,0,0.0,10,2.3978952727983707,2,1.5,1.2000000000000002,"{104, 125}","{125: 1, 104: 2}",2026-03-19 00:00:00,179,0
1965,363,1,5,1,1,8,0,0.0,8,2.1972245773362196,3,2.3333333333333335,1.5333333333333334,"{105, 106, 109}","{105: 1, 106: 3, 109: 3}",2026-05-09 00:00:00,230,0
1966,3961,1,2,1,1,6,0,0.0,6,1.9459101490553132,3,2.3333333333333335,1.5333333333333334,"{120, 121, 122}","{121: 1, 122: 3, 120: 3}",2025-12-06 00:00:00,76,0
1967,3961,1,4,1,1,7,0,0.0,7,2.0794415416798357,3,1.0,1.0,"{125, 126, 127}","{126: 1, 127: 1, 125: 1}",2026-05-04 00:00:00,225,0
1968,3961,1,3,1,1,8,0,0.0,8,2.1972245773362196,3,2.0,1.4,"{124, 125, 127}","{124: 1, 125: 2, 127: 3}",2026-01-29 00:00:00,130,0
1971,4257,1,2,1,1,8,0,0.0,8,2.1972245773362196,2,3.0,1.8000000000000003,"{106, 108}","{106: 2, 108: 4}",2026-06-03 00:00:00,255,0
1972,3256,1,4,1,1,8,0,0.0,8,2.1972245773362196,3,2.6666666666666665,1.6666666666666665,"{96, 97, 101}","{97: 1, 96: 3, 101: 4}",2026-07-03 00:00:00,285,0
1973,3256,1,3,1,1,7,0,0.0,7,2.0794415416798357,3,2.3333333333333335,1.5333333333333334,"{57, 60, 61}","{57: 1, 61: 2, 60: 4}",2026-06-04 00:00:00,256,0
1974,3256,1,1,1,1,6,0,0.0,6,1.9459101490553132,3,1.3333333333333333,1.1333333333333333,"{96, 97, 101}","{97: 1, 101: 1, 96: 2}",2026-06-07 00:00:00,259,0
1975,3256,1,5,1,1,6,0,0.0,6,1.9459101490553132,3,2.0,1.4,"{96, 97, 101}","{101: 1, 96: 2, 97: 3}",2026-06-25 00:00:00,277,0
1977,1196,1,3,1,1,5,0,0.0,5,1.791759469228055,3,2.6666666666666665,1.6666666666666665,"{104, 106, 109}","{109: 2, 104: 2, 106: 4}",2026-04-09 00:00:00,200,0
1979,5259,1,5,1,1,5,0,0.0,5,1.791759469228055,3,1.3333333333333333,1.1333333333333333,"{44, 37, 46}","{44: 1, 37: 1, 46: 2}",2026-06-17 00:00:00,269,0
1981,5259,1,1,1,1,9,1,0.6931471805599453,8,2.1972245773362196,2,2.0,1.4,"{56, 52}","{52: 1, 56: 3}",2025-09-30 00:00:00,9,0
1983,3454,1,2,1,1,10,0,0.0,10,2.3978952727983707,3,2.0,1.4,"{96, 98, 103}","{103: 1, 96: 2, 98: 3}",2026-07-03 00:00:00,285,0
1987,2715,1,5,1,1,6,0,0.0,6,1.9459101490553132,3,2.0,1.4,"{40, 41, 36}","{41: 1, 40: 2, 36: 3}",2026-07-12 00:00:00,294,0
1988,2715,1,5,1,1,6,0,0.0,6,1.9459101490553132,2,1.5,1.2000000000000002,"{8, 4}","{8: 1, 4: 2}",2026-04-17 00:00:00,208,0
1989,1261,2,5,1,1,8,0,0.0,8,2.1972245773362196,3,2.3333333333333335,2.1333333333333333,"{51, 53, 54}","{54: 2, 51: 2, 53: 3}",2026-06-28 00:00:00,280,0
1992,1238,1,1,1,1,6,0,0.0,6,1.9459101490553132,2,2.5,1.6,"{90, 76}","{76: 2, 90: 3}",2026-06-16 00:00:00,268,0
1993,1238,1,5,1,1,8,0,0.0,8,2.1972245773362196,3,2.3333333333333335,1.5333333333333334,"{57, 59, 63}","{59: 1, 63: 2, 57: 4}",2026-05-30 00:00:00,251,0
1995,1052,1,1,1,1,8,0,0.0,8,2.1972245773362196,3,1.6666666666666667,1.2666666666666666,"{44, 38, 47}","{44: 1, 38: 1, 47: 3}",2026-07-08 00:00:00,290,0
1996,1052,1,3,1,1,5,0,0.0,5,1.791759469228055,2,2.0,1.4,"{33, 35}","{35: 2, 33: 2}",2026-07-12 00:00:00,294,0
1997,550,1,4,1,1,4,0,0.0,4,1.6094379124341003,3,2.0,1.4,"{99, 102, 103}","{102: 1, 99: 2, 103: 3}",2026-06-10 00:00:00,262,0
1998,550,1,3,1,1,8,0,0.0,8,2.1972245773362196,3,2.3333333333333335,1.5333333333333334,"{90, 94, 95}","{95: 1, 90: 2, 94: 4}",2026-01-25 00:00:00,126,0
1999,550,1,2,1,1,4,0,0.0,4,1.6094379124341003,3,2.3333333333333335,1.5333333333333334,"{89, 94, 95}","{94: 2, 95: 2, 89: 3}",2026-06-15 00:00:00,267,0
2001,4133,2,3,1,1,4,0,0.0,4,1.6094379124341003,3,1.6666666666666667,1.8666666666666667,"{82, 86, 87}","{82: 1, 87: 2, 86: 2}",2025-11-16 00:00:00,56,0
2003,2867,1,3,1,1,7,0,0.0,7,2.0794415416798357,3,1.6666666666666667,1.2666666666666666,"{82, 84, 86}","{82: 1, 84: 2, 86: 2}",2026-07-07 00:00:00,289,0
2007,5159,1,5,1,1,10,0,0.0,10,2.3978952727983707,3,1.0,1.0,"{8, 1, 2}","{8: 1, 1: 1, 2: 1}",2026-06-25 00:00:00,277,0
2008,5159,1,4,1,1,6,0,0.0,6,1.9459101490553132,3,1.6666666666666667,1.2666666666666666,"{48, 49, 53}","{48: 1, 49: 2, 53: 2}",2026-06-28 00:00:00,280,0
2010,780,1,2,1,1,5,0,0.0,5,1.791759469228055,3,2.0,1.4,"{106, 107, 109}","{107: 1, 106: 2, 109: 3}",2026-04-18 00:00:00,209,0
2011,780,1,5,1,1,6,0,0.0,6,1.9459101490553132,3,1.6666666666666667,1.2666666666666666,"{105, 106, 107}","{105: 1, 107: 1, 106: 3}",2026-07-02 00:00:00,284,0
2012,481,1,4,1,1,10,0,0.0,10,2.3978952727983707,2,2.0,1.4,"{26, 23}","{26: 2, 23: 2}",2026-06-13 00:00:00,265,0
2013,481,2,1,1,1,7,0,0.0,7,2.0794415416798357,3,1.3333333333333333,1.7333333333333334,"{17, 18, 20}","{17: 1, 20: 1, 18: 2}",2026-06-01 00:00:00,253,0
2014,5115,1,5,1,1,6,0,0.0,6,1.9459101490553132,3,2.6666666666666665,1.6666666666666665,"{65, 66, 69}","{66: 1, 65: 3, 69: 4}",2026-06-12 00:00:00,264,0
2015,5115,2,4,1,1,3,0,0.0,3,1.3862943611198906,3,1.6666666666666667,1.8666666666666667,"{97, 100, 103}","{97: 1, 100: 1, 103: 3}",2026-06-13 00:00:00,265,0
