FeedbackId,MentorshipId,MenteeProfileId,MentorProfileId,Rating,Comment,CreatedAt
1209,2267,5186,897,5,I am so grateful to the mentor for his dedication and hard work.,2025-10-23 00:00:00
1210,594,2758,1155,3,"The roadmap is okay, but I strugled to pas my first interview because it lacked some basics.",2025-06-12 00:00:00
1211,3001,4884,1100,5,المينتور دايماً مطلع علي الـ Trends وبيحدث المحتوي حسب الي مطلوب دلوقت,2025-05-11 00:00:00
1212,190,5427,1175,3,الـ Roadmap واضحه بس نصيحه طبق بايدك كتير عشان متنساش وراه,2025-10-31 00:00:00
1213,3242,4838,1258,3,الشرح ماشي مع الـ Slides، كنت اتمني اشوف المينتور بيكود لايف اكتر,2025-08-21 00:00:00
1214,3149,4919,295,5,بجد المينتور بيشرح الزتونه ومش بيضيع وقتنا في حشو ملوش لازمه,2026-02-22 00:00:00
1215,1073,2418,1374,3,كنسلت المينتورشيب لاني لقيت ان الموديل ده مش مناسب لاسلوبي في الفهم,2024-10-23 00:00:00
1216,299,1841,583,5,السيشنز مش مجرد شرح، دي دردشه تقنيه بتفتح مداركنا جداً,2025-07-28 00:00:00
1217,3107,1966,637,5,المينتور بيعلمنا الـ Best Practices الي الشركات الكبيره بتطلبها,2026-03-28 00:00:00
1218,462,4853,923,1,كنسلت لان المينتور مبيعرفش يحل الـ Bugs الي بتطلع لايف، فضيحه بجد,2025-09-10 00:00:00
1219,2705,2830,383,3,انا في نص الطريق وحاسه ان المينتورشيب ماشيه بتسلسل منطقي جداً,2024-11-03 00:00:00
1220,518,2749,992,5,المينتور ما يبخل علينا بالمعلومات، يعطيك كل تريكات الشغل بصدق,2025-12-18 00:00:00
1221,3278,5177,785,5,المنصه فيها Chat سريعه مع المينتور بيرد فيها علي طول,2025-06-01 00:00:00
1222,632,4448,796,5,المينتور بيعرف يوصل المعلومه لاي حد مهما كان مستواه، بجد استاذ,2025-11-25 00:00:00
1223,62,4238,1424,5,المينتور بيعمل جلسات One-to-One كانت مفيده جداً لمستقبلي المهني,2025-03-13 10:26:02
1224,3048,3345,1201,5,التاسكات صعبه لدرجه اني فكرت اعتزل، بس الحمد له اني كملت واستفدت,2025-03-11 00:00:00
1225,555,1816,1237,4,المينتور طريقته في الشرح بتخلي الواحد عايز يكمل لاخر مهما كان صعب,2026-02-02 00:00:00
1226,1452,4018,1325,4,السيشنز فيها روح حلوه وتفاعل، المينتور يخليك متحمس لسيشن الجايه,2026-03-12 00:00:00
1227,730,4210,71,5,المينتور بيدينا زتونه الـ CI/CD Pipelines وازاي نطبقها باحترافيه,2025-12-31 00:00:00
1228,1458,3374,390,3,"Halfway through and I fel the program is just okay—nothing more, nothing les.",2025-09-20 00:00:00
1229,2482,4358,706,5,المينتور بيشرح الـ Memory leaks باسلوب خلي الدنيا واضحه وضوح الشمس,2026-02-02 00:00:00
1230,2360,2815,731,3,الرود ماب الموجوده في بروفايل المينتور بتشمل 5 مشاريع عمليه كامله,2024-09-10 00:00:00
1231,1367,2559,556,5,"I’ve tried many botcamps, but this mentor’s practical aproach is the GOAT.",2025-11-05 00:00:00
1232,3204,3787,1118,5,The live sesions are interactive and the mentor answers every question.,2024-07-09 00:00:00
1233,267,1829,1498,5,The mentor’s debuging skils are top-tier. He catches bugs in a blink.,2025-10-30 00:00:00
1234,987,1894,1397,4,المينتور بيشرح الـ Git و GitHub باسلوب يخليك محترف في يوم واحد,2025-06-27 00:00:00
1235,1178,2390,1148,5,السيشنز زحمه وتقرف، بس الاسءله الي بتسال فيها بتفتح مدارك رهيبه,2026-02-18 00:00:00
1236,1845,4949,620,5,The roadmap is so practical. Every task fels like a real ticket in a software company.,2024-11-06 00:00:00
1237,521,2895,865,5,المينتورشيب دي فرصه العمر لاي حد عايز يتعلم بجد ومجاناً كمان,2025-10-15 00:00:00
1238,1380,3118,1134,4,لسه مخلص والـ Mentor علمنا ازاي نكتب كود Production-ready بجد,2024-11-07 00:00:00
1239,853,4389,1320,5,انا في نص الطريق وحاس اني بدات افكر Senior mindset فعلاً,2025-05-31 00:00:00
1240,444,3049,583,5,انا دلوقتي في نص الكورس وبدات احس اني بقيت Software Enginer بجد,2025-07-02 00:00:00
1241,3229,1547,1271,5,بجد المينتورشيب دي وفرت عليا شهور توهان في كورسات Udemy المله,2025-12-15 00:00:00
1242,1760,4735,230,1,واله المينتورشيب دي منظمه، لدرجه ان السيشن بتبدا وتنتهي في نفس الدقيقه,2025-12-18 00:00:00
1243,1220,3157,194,3,I’m in the midle of the program and I’m just going with the flow for now.,2025-05-11 00:00:00
1244,2150,5075,149,3,الرود ماب تقليديه شويه، مفيهاش تكنولوجيز جديده بس بتغطي الاساسيات,2025-10-10 00:00:00
1245,258,3676,843,5,الرود ماب منظمه جداً وماشيه خطوه بخطوه لحد ما عملنا بروجكت كامل,2026-01-12 00:00:00
1246,2087,4646,1210,4,The mentor’s aproach to TD (Test Driven Development) has revolutionized my workflow.,2026-04-08 00:00:00
1247,2233,4928,411,5,المينتور يشرح الـ SQL باسلوب معلم فاهم اصول العبه بجد,2025-11-17 00:00:00
1248,2910,4659,258,5,الرود ماب دي وفرت عليا مجهود البحث في 10 سورس تانٍ,2025-10-12 00:00:00
1249,2182,4913,301,3,The roadmap is standard; it covers the same ground as most botcamps.,2025-03-13 00:00:00
1250,1597,3071,970,5,احلي حاجه ان المينتور بيفهمنا الـ Why التقنيه الي الشركات بتدور عليها,2025-04-12 00:00:00
1251,1686,3810,149,1,The pace was way too fast for me as a beginner,2025-11-15 00:00:00
1252,3264,2771,273,1,المينتور مكانش بيرد في معاد ثابت وده اثر عليا,2024-05-06 00:00:00
1253,1346,1573,840,5,المينتور بيشرح الـ Architecture بذكاء حد فاهم كواليس الشركات,2025-02-16 00:00:00
1254,3314,3868,1447,5,المينتور عنده كاريزما وقدره رهيبه علي تبسيط اعقد المفاهيم التقنيه,2025-10-14 00:00:00
1255,1681,2271,814,5,الـ Roadmap شامله كل حاجه محتاجها عشان الاقي شغل,2026-04-04 00:00:00
1256,1053,4939,246,3,مفيش وقت كافي عشان التزم صح مع المينتور,2026-02-24 00:00:00
1257,1218,2056,1093,4,Don't hesitate! This mentor is the goat of teaching complex logic.,2025-12-15 00:00:00
1258,1858,3025,881,4,المينتور بيدينا الـ Architecture paterns بامثله من واقع شغله الحقيقي,2025-11-12 00:00:00
1259,566,4574,627,5,نصيحتي لاي حد تايه: المينتور ده هو الي هيرجعلك شغفك بالمجال تاني,2025-12-04 00:00:00
1260,2032,3300,1194,5,السيشنز متسجله بجوده خرافيه وتقدر تشوفها Ofline من الابلكيشن,2025-11-24 00:00:00
1261,2810,2355,200,5,الرود ماب فيها توازن متاز بين النظري والتطبيق العملي,2025-12-26 00:00:00
1262,3018,5034,544,3,The mentor is knowledgeable but his teaching style is a bit outdated.,2025-07-05 00:00:00
1263,2884,5363,788,5,المنصه فيها نظام Fedback متبادل بيطور العمليه التعليميه,2025-11-07 00:00:00
1264,2832,5453,535,5,المينتور بيفهمنا الـ Trade-ofs بين الـ SQL والـ NoSQL بذكاء حد خبير,2025-10-27 00:00:00
1265,2197,4191,122,3,Halfway through and my impresion of the mentor is just average.,2025-06-28 00:00:00
1266,1572,3775,443,5,"Simply put, the mentor is a wizard with the terminal and CLI tols.",2026-03-31 00:00:00
1267,1038,4429,809,3,المينتور شاطر بس طريقته في الشرح تقليديه شويه وكنت اتمني تفاعل اكتر,2025-02-25 00:00:00
1268,733,3495,1237,5,الرود ماب دي مختصر مفيد لكل الي كنت محتاج اعرفه في الـ DevOps,2025-12-14 00:00:00
1269,2569,4526,1128,4,المينتور بيدينا زتونه الانترفيوهات وازاي نعدي منها بذكاء,2025-12-02 00:00:00
1270,219,3788,1397,4,The mentor’s vibe is so inspiring. He makes you love the grind.,2025-09-03 00:00:00
1271,623,4355,928,4,كنت فاكره المينتورشيب سبوبه، بس لما شفت المجهود غيرت راي تماماً,2026-03-07 00:00:00
1272,1387,2883,326,5,انا في نص الطريق وبجد المينتور خبرته بتضيف لنا ابعاد جديده في البرمجه,2025-07-30 00:00:00
1273,1156,5060,351,5,المينتور بيتابع التطور بتاع كل واحد فينا بالاسم وده شيء يحترم,2026-02-08 00:00:00
1274,2139,2537,956,5,الرود ماب واضحه ومرتبه، المينتور صراحه ما قصر معانا ابد,2026-01-16 00:00:00
1275,500,2942,850,5,انا في نص الكورس دلوقتي وبقول لاي حد مترد ادخل وانت مغمض,2025-12-22 00:00:00
1276,468,2383,293,3,I’m halfway through; the roadmap is fine but neds more real aps.,2025-10-02 00:00:00
1277,2042,5011,234,5,المينتور بيشرح الـ Git و GitHub بطريقه خرافيه ومبسطه لاقصي درجه,2024-08-02 00:00:00
1278,132,5258,31,3,الكورس مفيد بس محتاج تنظيم اكتر في توزيع التاسكات علي مدار الاسبوع,2025-11-27 00:00:00
1279,1602,4833,319,5,المينتور يشرح الـ Architecture بذكاء، صرت اشوف السيستم بوضوح,2026-01-07 00:00:00
1280,479,4838,353,3,انا في نص الكورس دلوقتي والمواعيد بتغير فجاه وده بيعمل لي لغبطه,2025-07-16 00:00:00
1281,3295,2482,548,3,السيشنز الايف زحمه جداً وصعب تاخد وقتك في السءال بجد,2025-11-24 00:00:00
1282,318,3016,583,5,انا الان في منتصف الطريق واشعر بتقدم ملحوظ في مستواي,2025-08-17 00:00:00
1283,2770,5057,467,4,الـ Suport team بيرد بسرعه وحلوا لي مشكله الـ setup,2026-01-14 00:00:00
1284,1335,2691,693,4,المينتور بيعلمنا ازاي نعمل Debuging صح وده وفر عليا وقت ومجهود,2025-08-05 00:00:00
1285,2640,3410,1332,3,الشرح ماشي مع الـ Documentation بالظبط، مفيش ابداع بس المعلومه بتوصل,2025-10-11 00:00:00
1286,3201,4775,970,3,المواعيد كانت مقبوله بس النت عند المينتور كان بيقطع في نص السيشن,2025-01-07 00:00:00
1287,863,5021,517,5,المينتور بيشرح الـ Regex باسلوب عبقري، خلاني احبها بعد كره سنين,2024-10-06 00:00:00
1288,126,4643,1200,5,انا في نص الطريق وحاس اني بدات افهم الـ System Architecture بجد,2025-10-01 00:00:00
1289,2684,4252,1198,3,السيشنز الايف بتبقي زحمه اوي وصعب المينتور يجاوب علي كل الشات,2024-09-08 00:00:00
1290,205,2072,1206,3,كنسلت لان المينتور بدا يدخل في التقيل فجاه مالحقتش اجمع وراه,2025-11-24 00:00:00
1291,751,4515,1402,3,The mentor is technicaly briliant but his comunication skils could be improved.,2024-10-12 00:00:00
1292,308,5080,151,3,المينتور صوته هادء جداً ما يجعل التركيز صعباً في بعض الاحيان,2025-09-30 08:03:10
1293,565,1535,583,5,المينتورشيب دي طوق نجاه وسط بحر الكورسات العشواءيه الي بره,2025-10-01 00:00:00
1294,743,3733,1041,3,السيشنز الايف مفيده بس النت عند المينتور كان بيقطع وبيفصل الشرح,2026-02-11 00:00:00
1295,1587,2198,525,5,المينتور ده مدرسه لوحده، بيعلمك ازاي تكون مهندس شاطر مش كودر,2026-05-01 00:00:00
1296,1350,2649,1429,1,Work responsibilities increased dramatically and I had to step back,2025-09-25 00:00:00
1297,3073,5053,1053,5,السيشنز بتبدا في مواعيدها ومفيش تضيع وقت خالص,2024-08-09 00:00:00
1298,933,4131,410,3,انا بدات المينتورشيب من اسبوعين وبمشي علي نفس خطوات المينتور,2025-07-23 00:00:00
1299,2677,2184,1320,5,بجد الرود ماب دي هي الي خلتني واثق في نفسي في الانترفيوهات,2025-05-20 00:00:00
1300,1939,2244,1247,3,"The sesions cover what’s neded, but they don't spark much curiosity.",2026-01-21 00:00:00
1301,3315,4560,1121,5,المينتور ده نادر في مجاله، فخور اني كنت واحد من طلابه بجد,2025-09-14 00:00:00
1302,2388,2541,1360,4,لسه مخلص المينتورشيب حالا وحاس اني بقيت في حته تانيه خالص تقنياً,2024-07-17 00:00:00
1303,911,2109,1250,5,بصراحه احسن مينتور شفته في حياتي بجد ومجامله,2025-12-17 00:00:00
1304,1413,5264,1112,5,Just finished my first real API. The mentor’s guidance was everything!,2025-07-26 00:00:00
1305,1173,5140,1402,3,خلصت نص الكورس، هو تجربه متوسطه ومفيده لناس الي لسه بتبدا,2024-11-10 00:00:00
1306,2676,2184,1150,5,"Truly, this mentorship is a masterpiece. المينتور نقل لنا خبره السنين",2025-06-20 00:00:00
1307,2596,2707,601,3,المواعيد كانت ثابته بس الـ Break في السيشن كان قصير جداً ومبنلحقش,2025-10-19 00:00:00
1308,2115,3210,390,5,المنصه فيها نظام Points بيشجعنا نخلص التاسكات في ميعادها,2025-10-18 00:00:00
1309,3306,4492,81,4,Truly grateful for this oportunity; the mentor is a real inspiration.,2025-11-10 13:02:37
1310,702,2599,796,3,انا في نص الطريق وحاس ان التاسكات بدات تبقي تقيله ومحتاجه تفرغ,2025-11-04 00:00:00
1311,290,5153,966,5,الكورس ده كان بمثابه نقطه تحول في مساري المهني بجد,2025-12-06 00:00:00
1312,1954,2361,1368,1,المينتورشيب ضياع لوقت، المينتور يشرح قشوراً Just skin dep,2025-12-02 00:00:00
1313,2838,1906,159,1,المينتور بيبعت الـ Asignment يوم الجمعه بليل وعايزه السبت الصبح,2025-06-03 00:00:00
1314,2597,2707,525,5,بجد شابوه لمينتور علي طريقه شرح الـ Data Structures بذكاء وتبسيط,2026-01-23 00:00:00
1315,1830,1589,1207,4,المينتور بيدينا الـ SOLID principles بامثله من واقع شغله الحقيقي,2026-01-27 00:00:00
1316,2457,1958,620,5,المنصه فيها نظام تقيم ذاتي بيعرفني انا ضعيف في ايه بالظبط,2024-09-30 00:00:00
1317,2053,1842,598,3,هل المينتور بيوفر نسخه من الـ Slides الي بيشرح منها خلال السيشن؟,2025-11-27 00:00:00
1318,3006,4006,326,5,لسه مخلص والـ Mentor ساعدني اعمل Strong Profesional Brand,2025-10-16 00:00:00
1319,141,4393,79,4,The mentor is a pro. He knows how to manage a cohort like a bos.,2025-09-21 16:16:34
1320,282,5152,351,5,انا في نص الطريق وبجد المينتور بيضيف لنا Value مش موجوده بره,2025-09-27 18:14:59
1321,713,4927,1339,5,The mentor's ability to simplify complex algorithms is a rare gift. He’s an amazing teacher.,2026-01-10 00:00:00
1322,1635,4288,589,3,اضطريت الغي بسبب ظروف شخصيه طارئه,2025-10-11 00:00:00
1323,998,1707,352,5,المينتور متواضع جداً رغم علمه الغزير، اله يجزاه كل خير,2026-02-08 00:00:00
1324,2490,5463,116,3,المينتور يشرح باسلوب اكاديمي بحت يميل الي الرتابه في بعض الاحيان,2025-11-24 00:00:00
1325,2931,3625,535,5,لسه مخلص المينتورشيب وحاس اني بقيت Senior في تفكيري بفضل المينتور,2025-07-11 00:00:00
1326,1312,2727,956,3,انا في نص الطريق، المينتور شاطر بس احس الرود ماب يبيلها تنظيم,2026-03-03 00:00:00
1327,2394,4636,1294,5,The mentor’s pasion for teaching makes the most boring topics exciting.,2024-07-29 00:00:00
1328,505,2887,1140,4,الرود ماب صادمه في بدايتها، بس لما بتمشي فيها بتكتشف انها عبقريه,2025-02-01 00:00:00
1329,3219,2983,1312,1,Going through a difficult time and had to pause everything,2025-06-18 00:00:00
1330,264,3676,1360,3,هل فيه اي تكاليف خفيه لمينتورشيب دي غير الي مكتوبه في البروفايل؟,2025-03-12 00:00:00
1331,1547,4911,1095,5,المينتور بيشرح الـ System Design بعبقريه، خلاني اشوف الصوره الكبيره,2025-07-31 00:00:00
1332,838,2041,999,4,المينتور بيدينا زتونه الـ Microservices بذكاء ومن واقع خبرته الطويله,2025-10-01 00:00:00
1333,652,2583,331,4,المينتور بيشرح لنا الـ Cloud Deployment باسلوب حد ايده في الشغل بجد,2025-08-26 00:00:00
1334,1753,4865,443,3,انا في نص الطريق، استفدت كتير بس حاس ان الـ Fedback بيتاخر شويه,2026-01-04 00:00:00
1335,2895,5450,557,4,المينتور متواضع جداً رغم انه تقيل اوي في مجاله وبجد فخور اني معاه,2025-06-12 00:00:00
1336,377,4582,367,5,احلي حاجه ان المينتور بيحكي لنا مواقف حصلت معاه في الشغل بتعلمنا كتير,2025-09-04 00:00:00
1337,2080,4259,295,5,انا دلوقتي في نص المينتورشيب وحاس بتغير جذري في طريقه تفكيري,2025-12-26 00:00:00
1338,2945,2852,13,5,لسه مخلص والـ Mentor ساعدني اظبط الـ Portfolio بمشاريع من ارض الواقع,2025-01-21 00:00:00
1339,953,4523,1484,5,الرود ماب شامله ومحدثه، المينتور فعلاً فاهم وش الي صاير بالسوق,2025-11-27 00:00:00
1340,195,3299,1478,3,انا بتابع السيشنز بتركيز وبحاول احل كل الـ Chalenges الي المينتور بيطرحها,2025-12-12 01:21:41
1341,2862,3764,71,5,انا في نص المينتورشيب والحين بديت اطبق الي تعلمته في شغلي,2024-12-21 00:00:00
1342,1135,2972,686,1,المينتورشيب Disapointing جداً والمينتور يفتقد لكل مهارات التدريس,2025-11-26 00:00:00
1343,2176,4240,1205,5,المينتور بيشرح الـ Performance Tuning باسلوب Expert حقيقي,2025-04-19 00:00:00
1344,2062,5352,174,3,"I have mixed felings about the mentor's teaching style; sometimes it’s clear, sometimes not.",2025-11-19 00:00:00
1345,1046,4172,1500,3,حصلت ظروف عائليه مقدرتش اتجاوزها واكمل,2025-10-03 00:00:00
1346,3266,4535,517,4,I’m halfway through and I can build a complex DB schema easily now.,2024-07-19 00:00:00
1347,341,1991,520,5,لسه مخلص والـ portfolio بتاعي بقي فيه مشاريع تقيله بجد بفضل المينتور,2025-10-04 00:00:00
1348,2041,5011,424,3,Needed a mentor who focuses more on hands-on practice,2025-11-16 00:00:00
1349,2650,4455,541,5,"Truly, this mentorship is the most valuable fre resource on the internet for aspiring enginers.",2025-05-11 00:00:00
1350,789,3510,411,3,عملت كنسل لان المينتورشيب كانت محتاجه لابتوب بامكانيات عاليه مكنش معايا,2025-11-18 00:00:00
1351,535,3997,13,5,المينتور بيشرح الـ Git و GitHub باسلوب يخليك محترف في يوم,2025-03-10 00:00:00
1352,456,4574,227,3,Personal issues came up and I couldn't continue,2024-10-03 00:00:00
1353,2389,3950,1310,5,المينتور بيشرح الـ Git Workflow باسلوب خلي الشغل في التيم سهل جداً,2024-04-20 00:00:00
1354,1848,3247,978,5,بجد المينتور بروفيشينال لاقصي درجه في المواعيد وفي الشرح,2025-10-19 00:00:00
1355,1042,5096,357,5,"I was a total nob, but now I’m feling like a real pro after this program.",2025-10-07 00:00:00
1356,2314,3284,1374,4,المينتور بيعرف يحتوي المبتدءين تماماً ومبيحسهمش ان المجال صعب عليهم,2024-09-25 00:00:00
1357,1084,1602,76,5,نصيحه: لو المينتور ده عمل كورس تاني، احجز مكانك من اول ثانيه,2024-08-19 00:00:00
1358,2507,2970,13,3,الكورس مقبول بس محتاج تحديث لبعض المكتبات الي بنستخدمها فيه,2025-03-16 00:00:00
1359,2293,4012,407,3,المواعيد كانت بليل اوي وده ضايق الناس الي بتصحي بدري لشغلها,2025-08-08 00:00:00
1360,43,4903,783,5,المينتور متابعنا واحد واحد وبينادينا باسامينا في السيشن,2025-11-23 00:00:00
1361,1274,4038,236,5,الرود ماب ماشيه بالمسطره، والمينتور ده هو احسن حد يشرحها بجد,2025-10-13 00:00:00
1362,268,5482,13,3,انا في الاسبوع الثامن وبدات اشتغل علي مشروع التخرج مع المينتور,2024-12-17 00:00:00
1363,780,2606,336,5,الرود ماب مرتبه لدرجه انك ما توه ابد، المينتور انسان منظم,2025-08-14 00:00:00
1364,2783,3525,1407,4,انا في نص المينتورشيب وبجد المينتور ده Gem في عالم البرمجه,2026-01-24 00:00:00
1365,2801,5171,976,4,المينتور كان بيقعد معانا لوقت متاخر لحد ما نتاكد ان الكل فاهم,2025-03-11 00:00:00
1366,642,4463,1426,5,I'm halfway through and I already fel more competent than I did after four years of colege.,2025-07-09 00:00:00
1367,1692,4077,687,3,انا بجمع الملاحظات الي المينتور بيقولها في السيشن عشان اذاكر منها,2025-12-22 00:00:00
1368,498,2876,1194,1,المواعيد كانت بتنزل قبل السيشن بساعه، مفيش اي احترام لوقت الناس بجد,2025-08-17 00:00:00
1369,722,1552,414,5,The mentor's advice on how to explain my code helped me land a Junior Dev role last wek.,2024-08-16 00:00:00
1370,2537,2070,680,1,Teaching approach wasn't compatible with how I learn best,2024-10-25 00:00:00
1371,1643,3253,601,5,Just completed! The mentor helped me land my first internship already.,2026-03-17 00:00:00
1372,288,1666,379,5,المينتور بيعلمنا ازاي نقرا الـ Eror mesage ونحلها بنفسنا,2025-12-06 00:00:00
1373,2310,4898,407,4,لسه مخلص وبجد المينتور ساعدني اعمل Portfolio فخيم وقوي جداً,2025-10-28 00:00:00
1374,2601,5384,16,1,انا في نص الطريق والمينتورشيب ماشيه صاروخ ومحدش فاهم حاجه,2026-02-26 00:00:00
1375,3210,5099,1107,5,شكراً جداً لمينتور علي مجهوده وتعبوا معانا طول الكورس,2025-09-28 00:00:00
1376,1372,2909,120,5,انا دلوقتي في نص المينتورشيب ومستمتع جداً بكل كلمه المينتور بيقولها,2024-10-10 00:00:00
1377,3040,2664,1402,5,انا كنت تايه في نص الطريق، بس المينتور قعد معايا وضح لي كل حاجه,2025-06-15 00:00:00
1378,1966,2623,1283,3,اسلوب المينتور مختلف عن الي كنت متوقعه,2025-02-20 00:00:00
1379,1663,2500,630,5,الرود ماب فيها مشاريع قويه جداً بتخلي الـ CV ينطق لوحده,2026-02-12 00:00:00
1380,139,2630,448,3,انا في نص الطريق، المينتورشيب جيده ولكنها تفتقر لبعض التطبيق العملي,2025-06-05 00:00:00
1381,2835,5026,1407,5,"Honestly, this mentor is a legend. He makes complex systems lok simple.",2026-02-03 00:00:00
1382,193,3597,624,5,The mentor is so woke about the latest tech. He knows 2026 trends already.,2025-10-01 00:00:00
1383,3301,3409,671,4,المينتور يمتلك اسلوباً راءعاً في تبسيط اعقد المفاهيم التقنيه,2025-08-31 00:00:00
1384,2920,2614,709,3,المينتورشيب بتغطي مواضيع الـ Backend والـ Frontend بنسبه متساويه,2025-12-24 00:00:00
1385,901,5185,38,3,The roadmap is fairly basic. God for a fre program though.,2024-12-15 00:00:00
1386,1070,2855,583,5,المينتور كان بيسهر معانا لفجر عشان نخلص مشروع التخرج ونقفل البروجكت,2025-11-02 00:00:00
1387,3287,3453,506,1,الرسايل كانت بتتأخر جداً وده خلاني مش مرتاح,2025-10-18 00:00:00
1388,1901,3441,535,5,المنصه بتشتغل علي الموبايل زي الفل وبقدر اذاكر في اي مكان,2025-10-12 00:00:00
1389,3130,3116,243,3,Halfway through and the roadmap fels a bit generic so far.,2025-02-10 00:00:00
1390,1781,1838,973,4,السيشنز الايف فيها روح تعاون والكل بيشارك حلوله والمينتور بيقيمنا,2025-10-15 00:00:00
1391,2949,3728,122,5,"This mentorship is a goldmine. If you get in, don’t take it for granted. The mentor is elite.",2025-07-09 00:00:00
1392,3109,4854,1060,3,هل فيه تواصل مباشر مع المينتور في حاله واجهتنا مشكله تقنيه صعبه؟,2025-02-09 00:00:00
1393,959,5178,1018,5,المينتور بيحرجنا قدام الكل لما نغلط، بس ده الي كسر فينا الانا وخلايا نتعلم,2025-12-20 00:00:00
1394,2630,3803,376,4,الرود ماب فيها وقت كافي عشان الواحد ميهنجش وسط المعلومات,2025-08-12 00:00:00
1395,3313,4266,695,4,السيشنز الايف متعه جداً والمينتور يجاوب علي كل صغيره وكبيره,2025-10-10 00:00:00
1396,837,2041,120,4,Our mentor is an absolute unit! His coding skils are just on another level.,2024-10-09 00:00:00
1397,2629,4505,970,5,المينتور بيدينا Asignments بتشغل مهاره الـ Problem Solving,2025-04-24 00:00:00
1398,1757,4360,1083,5,The mentor’s live debuging sesions are the most honest and helpful way to learn real coding.,2024-09-01 00:00:00
1399,1949,3602,658,3,"The sesions are structured, but they fel a bit rigid and uncreative.",2024-12-04 00:00:00
1400,145,3907,535,5,لسه مخلص وبجد الرود ماب الي المينتور عملها هي الي وصلتني لوظيفه,2025-08-16 00:00:00
1401,252,1859,1331,3,المينتورشيب دي بتهتم جداً بجزيره الـ Logic وتفكير المبرمج بشكل عام,2024-06-16 00:00:00
1402,445,3465,1153,5,المينتور خبرته العمليه خلتنا نطبق الـ Design Paterns بكل سهوله,2025-09-01 00:00:00
1403,2527,3051,1492,3,الرود ماب تقليديه بس بتغطي المطلوب، لسه مخلصها وحاس اني استفدت,2025-03-21 00:00:00
1404,546,3401,601,5,المينتور قدوه في الالتزام، مبيتاخرش ثانيه واحده عن معاد السيشن,2025-12-21 00:00:00
1405,1171,5140,178,5,Halfway through and I’m already mentoring others using the principles I learned here.,2025-01-23 00:00:00
1406,2321,2266,379,5,الشرح بالعاميه المصريه خلي المعلومه قريبه لقلب ومفهومه,2025-12-01 00:00:00
1407,2752,2666,1403,5,المينتور مطلع علي كل ما هو جديد ويحدث المحتوي باستمرار,2025-08-04 00:00:00
1408,1417,4118,911,5,انا دلوقتي في الاسبوع الاخير وبجد المينتور كان نعم الموجه طول الرحله,2026-02-17 00:00:00
1409,3031,1590,702,5,Just finished! The final project was a beast but the mentor guided me.,2025-09-03 00:00:00
1410,972,3952,1017,3,المينتور شاطر بس طريقته في الشرح هاديه اوي وبحتاج اراجع السيشن كذا مره,2024-04-29 00:00:00
1411,728,4319,879,4,المينتور بيشرح الـ SOLID principles بامثله واقعيه ميه في الميه,2024-08-25 00:00:00
1412,848,2712,1100,3,انا في نص الطريق، المينتورشيب مقبوله بس مش مبهره زي ما كنت متوقع,2025-02-07 00:00:00
1413,2616,4738,499,4,The mentor’s fedback is brutal but it's exactly what I neded to grow.,2025-09-09 00:00:00
1414,2224,5251,370,5,التاسكات خلتني ابني بروجكت كامل لوحدي في اسبوع واحد,2024-08-22 00:00:00
1415,242,2755,232,4,الرود ماب دي وفرت عليا شهور من البحث العشواءي في اليوتيوب,2024-07-02 00:00:00
1416,3074,4022,1159,1,حاس اني اتخميت في المينتورشيب دي وبجد زعلان جداً علي وقتي,2025-11-09 00:00:00
1417,2206,5458,437,3,الشرح حق المينتور زين، بس احياناً يطول في مواضيع بديهيه وايد,2025-09-19 00:00:00
1418,2075,3256,504,5,المينتور بيشرح الـ DB Optimization باسلوب حد شرب المجال ده,2024-08-17 00:00:00
1419,2277,4753,587,5,I am in the midle of the course and I am loving the learning journey.,2025-06-10 00:00:00
1420,2346,4540,1137,3,كنسلت المينتورشيب لاني لقيت سورس ثاني انسب لاسلوبي في التعلم,2025-11-19 00:00:00
1421,1145,2116,1407,5,المينتور موسوعه في الـ Backend وتجربه التعلم معاه كانت واو بجد,2026-01-22 00:00:00
1422,368,2513,556,5,الـ Fedback كان قاسي جداً، بس هو ده الي خلاني اصلح اخطاءي الكارثيه,2025-11-09 00:00:00
1423,280,2256,58,5,لسه مخلص والـ Mentor بجد نعم الاستاذ، خايف علي مصلحتنا اكتر منا,2025-11-14 23:04:06
1424,3002,4884,319,1,Don’t waste your time! This mentor is very arogant and unprofesional.,2025-11-29 00:00:00
1425,2331,3058,361,3,The mentor's explanation is technicaly sound but lacks the energy to kep me engaged.,2025-08-02 00:00:00
1426,119,2172,1294,5,الرود ماب ناقصه حاجات كتير، بس الي موجود فيها مشروح باتقان مرعب,2025-07-27 18:46:21
1427,624,4203,850,5,انا في نص الطريق وحاس اني بدات افكر Senior mindset فعلاً,2025-12-21 00:00:00
1428,604,4379,1325,3,المينتور غير الاسكوب بتاع المينتورشيب فجأه,2025-07-09 00:00:00
1429,483,3942,109,3,المينتور صوته هادي زياده، نصيحتي اشرب قهوه قبل ما تبدا السيشن,2025-11-23 00:00:00
1430,372,3156,680,4,انا في نص الطريق وحاس اني بدات افهم الـ System Architecture بجد,2024-11-24 05:06:45
1431,2066,3838,1402,5,السيشنز مش بس تعليم، دي دردشه تقنيه بتفتح افاق جديده,2025-01-03 00:00:00
