MentorshipRequirementId,ProgramId,TechnologyId,RequiredExperienceLevel
4652,1649,84,beginner
4653,1649,85,intermediate
4654,1650,124,intermediate
4655,1650,126,none
4656,1650,127,none
4657,1651,110,none
4658,1651,111,none
4659,1651,113,none
4660,1652,114,beginner
4661,1652,111,none
4662,1652,110,intermediate
4663,1653,118,beginner
4664,1653,119,none
4665,1653,117,beginner
4666,1654,114,none
4667,1654,110,none
4668,1654,111,intermediate
4669,1655,73,none
4670,1655,74,none
4671,1655,72,advanced
4672,1656,96,none
4673,1656,99,beginner
4674,1657,127,intermediate
4675,1657,124,beginner
4676,1657,126,beginner
4677,1658,19,none
4678,1658,20,intermediate
4679,1658,10,none
4680,1659,7,intermediate
4681,1659,1,beginner
4682,1659,3,none
4683,1660,10,intermediate
4684,1660,19,beginner
4685,1660,20,beginner
4686,1661,20,beginner
4687,1661,10,advanced
4688,1661,19,intermediate
4689,1662,75,none
4690,1662,73,beginner
4691,1663,78,beginner
4692,1663,76,none
4693,1663,79,beginner
4694,1664,72,intermediate
4695,1664,73,intermediate
4696,1664,74,none
4697,1665,72,intermediate
4698,1665,73,none
4699,1665,74,intermediate
4700,1666,67,beginner
4701,1666,65,beginner
4702,1666,68,none
4703,1667,73,none
4704,1667,74,none
4705,1667,72,intermediate
4706,1668,73,beginner
4707,1668,72,advanced
4708,1668,75,none
4709,1669,75,beginner
4710,1669,73,beginner
4711,1669,74,advanced
4712,1670,75,beginner
4713,1670,74,none
4714,1670,72,none
4715,1671,86,none
4716,1671,87,intermediate
4717,1672,86,intermediate
4718,1673,86,none
4719,1673,87,none
4720,1674,59,beginner
4721,1674,61,beginner
4722,1674,57,none
4723,1675,61,beginner
4724,1675,60,none
4725,1675,59,none
4726,1676,122,none
4727,1676,121,beginner
4728,1676,120,none
4729,1677,121,beginner
4730,1677,120,none
4731,1677,122,none
4732,1678,105,beginner
4733,1678,106,beginner
4734,1678,104,intermediate
4735,1679,26,none
4736,1679,24,beginner
4737,1680,44,intermediate
4738,1680,42,intermediate
4739,1680,40,beginner
4740,1681,31,none
4741,1681,33,none
4742,1681,35,intermediate
4743,1682,26,intermediate
4744,1682,24,none
4745,1683,19,none
4746,1683,11,none
4747,1683,14,intermediate
4748,1684,3,beginner
4749,1684,5,none
4750,1684,4,none
4751,1685,4,none
4752,1685,3,none
4753,1685,5,beginner
4754,1686,13,advanced
4755,1686,16,beginner
4756,1686,10,beginner
4757,1687,20,none
4758,1687,16,beginner
4759,1687,13,beginner
4760,1688,38,advanced
4761,1688,36,beginner
4762,1688,40,none
4763,1689,13,none
4764,1689,16,beginner
4765,1689,10,none
4766,1690,20,beginner
4767,1690,13,beginner
4768,1690,10,none
4769,1691,30,intermediate
4770,1691,31,intermediate
4771,1691,35,none
4772,1692,35,none
4773,1692,31,none
4774,1692,30,beginner
4775,1693,24,beginner
4776,1693,23,intermediate
4777,1693,22,advanced
4778,1694,30,none
4779,1694,35,none
4780,1694,31,beginner
4781,1695,35,none
4782,1695,30,beginner
4783,1695,31,beginner
4784,1696,117,none
4785,1696,119,beginner
4786,1696,116,intermediate
4787,1697,126,beginner
4788,1697,127,beginner
4789,1697,124,none
4790,1698,117,beginner
4791,1698,119,intermediate
4792,1698,116,beginner
4793,1699,24,none
4794,1699,25,beginner
4795,1699,26,beginner
4796,1700,3,none
4797,1700,8,beginner
4798,1700,7,none
4799,1701,7,none
4800,1701,3,beginner
4801,1701,1,none
4802,1702,23,beginner
4803,1702,24,none
4804,1702,27,intermediate
4805,1703,55,none
4806,1704,48,advanced
4807,1704,55,beginner
4808,1705,34,intermediate
4809,1705,33,beginner
4810,1705,32,beginner
4811,1706,38,intermediate
4812,1706,36,beginner
4813,1706,47,beginner
4814,1707,25,beginner
4815,1707,23,none
4816,1707,28,none
4817,1708,38,beginner
4818,1708,47,none
4819,1708,36,none
4820,1709,26,none
4821,1709,23,advanced
4822,1710,23,intermediate
4823,1711,26,none
4824,1711,23,beginner
4825,1712,18,beginner
4826,1712,10,none
4827,1712,20,none
4828,1713,31,none
4829,1713,33,none
4830,1713,32,intermediate
4831,1714,17,none
4832,1714,20,none
4833,1714,10,beginner
4834,1715,33,beginner
4835,1715,31,none
4836,1715,32,none
4837,1716,18,none
4838,1716,17,beginner
4839,1716,10,beginner
4840,1717,114,none
4841,1717,111,beginner
4842,1717,112,beginner
4843,1718,112,none
4844,1718,114,beginner
4845,1718,111,none
4846,1719,120,none
4847,1719,122,none
4848,1719,123,advanced
4849,1720,114,beginner
4850,1720,110,none
4851,1720,111,none
4852,1721,114,beginner
4853,1721,110,beginner
4854,1721,111,intermediate
4855,1722,37,intermediate
4856,1723,40,none
4857,1724,40,intermediate
4858,1725,37,intermediate
4859,1725,40,intermediate
4860,1726,12,none
4861,1726,14,advanced
4862,1726,20,none
4863,1727,146,none
4864,1727,149,none
4865,1727,147,beginner
4866,1728,54,intermediate
4867,1728,50,none
4868,1728,55,none
4869,1729,24,advanced
4870,1729,25,intermediate
4871,1729,23,none
4872,1730,31,intermediate
4873,1730,30,intermediate
4874,1731,11,beginner
4875,1731,12,none
4876,1731,20,none
4877,1732,44,beginner
4878,1732,47,none
4879,1733,12,beginner
4880,1733,20,beginner
4881,1733,11,none
4882,1734,126,intermediate
4883,1735,109,none
4884,1735,105,none
4885,1736,105,beginner
4886,1736,109,beginner
4887,1737,48,beginner
4888,1737,52,advanced
4889,1737,49,beginner
4890,1738,52,beginner
4891,1738,49,none
4892,1738,56,none
4893,1739,56,intermediate
4894,1739,49,none
4895,1739,48,beginner
4896,1740,52,none
4897,1740,49,none
4898,1740,56,intermediate
4899,1741,3,beginner
4900,1741,8,beginner
4901,1741,6,beginner
4902,1742,135,none
4903,1742,137,intermediate
4904,1742,136,beginner
4905,1743,1,beginner
4906,1744,13,intermediate
4907,1744,11,intermediate
4908,1744,10,none
4909,1745,6,none
4910,1745,1,beginner
4911,1746,119,beginner
4912,1747,114,beginner
4913,1747,113,beginner
4914,1747,111,intermediate
4915,1748,123,beginner
4916,1748,120,advanced
4917,1749,104,none
4918,1749,109,beginner
4919,1749,105,beginner
4920,1750,120,beginner
4921,1750,123,beginner
4922,1751,148,intermediate
4923,1751,146,advanced
4924,1751,147,none
4925,1752,142,intermediate
4926,1752,144,none
4927,1752,143,beginner
4928,1753,146,none
4929,1753,148,advanced
4930,1753,149,beginner
4931,1754,54,intermediate
4932,1754,49,intermediate
4933,1754,56,none
4934,1755,56,none
4935,1755,52,intermediate
4936,1755,54,none
4937,1756,32,intermediate
4938,1756,30,intermediate
4939,1756,29,beginner
4940,1757,56,beginner
4941,1757,54,none
4942,1757,49,intermediate
4943,1758,49,beginner
4944,1758,54,none
4945,1758,56,none
4946,1759,12,beginner
4947,1759,14,beginner
4948,1760,12,beginner
4949,1760,14,intermediate
4950,1761,25,advanced
4951,1761,24,none
4952,1761,28,intermediate
4953,1762,3,none
4954,1762,8,beginner
4955,1762,2,beginner
4956,1763,14,beginner
4957,1763,12,beginner
4958,1764,48,beginner
4959,1764,49,beginner
4960,1764,53,none
4961,1765,14,none
4962,1765,18,none
4963,1765,13,none
4964,1766,1,intermediate
4965,1766,4,beginner
4966,1766,3,beginner
4967,1767,146,beginner
4968,1767,147,beginner
4969,1767,148,advanced
4970,1768,154,none
4971,1768,151,none
4972,1768,150,intermediate
4973,1769,101,beginner
4974,1769,97,beginner
4975,1769,96,intermediate
4976,1770,11,beginner
4977,1770,14,beginner
4978,1770,12,none
4979,1771,11,none
4980,1771,14,none
4981,1771,12,none
4982,1772,11,none
4983,1772,14,beginner
4984,1772,12,none
4985,1773,34,none
4986,1773,31,intermediate
4987,1773,33,intermediate
4988,1774,29,beginner
4989,1774,32,beginner
4990,1774,31,beginner
4991,1775,50,none
4992,1775,49,none
4993,1775,54,none
4994,1776,49,intermediate
4995,1776,54,beginner
4996,1776,50,beginner
4997,1777,1,beginner
4998,1777,4,none
4999,1777,2,none
5000,1778,2,none
5001,1778,5,none
5002,1778,4,beginner
5003,1779,4,beginner
5004,1779,5,beginner
5005,1779,2,none
5006,1780,38,beginner
5007,1780,43,none
5008,1781,38,none
5009,1781,43,beginner
5010,1782,122,none
5011,1782,121,intermediate
5012,1782,123,intermediate
5013,1783,13,intermediate
5014,1784,55,beginner
5015,1784,56,none
5016,1784,49,none
5017,1785,55,none
5018,1785,49,none
5019,1785,56,none
5020,1786,106,intermediate
5021,1786,109,none
5022,1786,108,beginner
5023,1787,106,advanced
5024,1787,109,none
5025,1787,108,none
5026,1788,108,none
5027,1788,106,beginner
5028,1788,109,intermediate
5029,1789,148,none
5030,1789,146,intermediate
5031,1789,147,beginner
5032,1790,57,none
5033,1790,59,intermediate
5034,1790,61,beginner
5035,1791,71,beginner
5036,1791,75,none
5037,1791,72,none
5038,1792,127,none
5039,1792,126,advanced
5040,1792,124,none
5041,1793,104,intermediate
5042,1793,108,advanced
5043,1793,109,beginner
5044,1794,109,none
5045,1794,108,beginner
5046,1794,104,none
5047,1795,104,beginner
5048,1795,108,intermediate
5049,1795,109,beginner
5050,1796,49,none
5051,1796,54,intermediate
5052,1796,53,none
5053,1797,42,beginner
5054,1797,46,beginner
5055,1797,37,beginner
5056,1798,46,advanced
5057,1798,42,beginner
5058,1798,37,beginner
5059,1799,42,beginner
5060,1799,46,none
5061,1799,37,beginner
5062,1800,12,beginner
5063,1800,20,beginner
5064,1800,18,none
5065,1801,33,beginner
5066,1801,31,none
5067,1801,32,none
5068,1802,47,none
5069,1802,36,none
5070,1802,37,none
5071,1803,1,beginner
5072,1803,5,beginner
5073,1803,4,beginner
5074,1804,4,none
5075,1804,5,none
5076,1804,1,none
5077,1805,31,beginner
5078,1805,32,none
5079,1805,33,none
5080,1806,39,none
5081,1806,37,none
5082,1806,42,none
5083,1807,54,advanced
5084,1807,49,beginner
5085,1807,48,none
5086,1808,54,none
5087,1808,53,beginner
5088,1808,49,none
5089,1809,39,none
5090,1809,37,intermediate
5091,1809,42,advanced
5092,1810,125,none
5093,1810,127,beginner
5094,1810,124,beginner
5095,1811,118,none
5096,1811,116,intermediate
5097,1812,128,none
5098,1812,129,beginner
5099,1813,129,none
5100,1813,128,beginner
5101,1814,137,advanced
5102,1814,136,none
5103,1814,138,beginner
5104,1815,136,none
5105,1815,137,none
5106,1815,135,beginner
5107,1816,54,none
5108,1816,56,none
5109,1816,53,none
5110,1817,56,beginner
5111,1817,54,beginner
5112,1817,53,none
5113,1818,117,beginner
5114,1818,118,beginner
5115,1818,119,none
5116,1819,118,beginner
5117,1819,119,intermediate
5118,1819,117,none
5119,1820,117,beginner
5120,1820,118,beginner
5121,1820,119,none
5122,1821,116,none
5123,1821,117,beginner
5124,1821,119,none
5125,1822,115,beginner
5126,1822,111,none
5127,1822,112,beginner
5128,1823,1,beginner
5129,1823,8,none
5130,1823,3,intermediate
5131,1824,48,none
5132,1824,56,advanced
5133,1824,50,beginner
5134,1825,2,none
5135,1825,3,beginner
5136,1825,8,none
5137,1826,49,none
5138,1826,48,none
5139,1826,50,none
5140,1827,49,beginner
5141,1827,56,intermediate
5142,1827,50,none
5143,1828,35,none
5144,1828,32,none
5145,1828,29,beginner
5146,1829,26,none
5147,1829,23,none
5148,1829,22,none
5149,1830,11,beginner
5150,1830,19,beginner
5151,1830,14,none
5152,1831,19,intermediate
5153,1831,11,intermediate
5154,1831,14,none
5155,1832,14,none
5156,1832,10,intermediate
5157,1832,20,beginner
5158,1833,5,beginner
5159,1833,8,none
5160,1833,7,advanced
5161,1834,19,beginner
5162,1834,10,beginner
5163,1834,14,none
5164,1835,107,beginner
5165,1835,106,none
5166,1835,104,advanced
5167,1836,126,beginner
5168,1836,125,none
5169,1836,124,beginner
5170,1837,126,none
5171,1837,125,none
5172,1837,124,none
5173,1838,94,intermediate
5174,1838,93,none
5175,1838,90,none
5176,1839,89,beginner
5177,1839,94,advanced
5178,1839,93,none
5179,1840,27,none
5180,1840,23,beginner
5181,1840,25,none
5182,1841,55,beginner
5183,1841,49,none
5184,1841,56,none
5185,1842,23,beginner
5186,1842,25,beginner
5187,1842,27,none
5188,1843,55,none
5189,1843,56,beginner
5190,1843,49,none
5191,1844,23,advanced
5192,1844,27,none
5193,1844,25,none
5194,1845,63,beginner
5195,1845,59,beginner
5196,1846,84,intermediate
5197,1846,85,intermediate
5198,1846,86,none
5199,1847,87,none
5200,1847,85,none
5201,1847,84,none
5202,1848,38,none
5203,1848,41,none
5204,1848,37,beginner
5205,1849,31,advanced
5206,1849,33,none
5207,1849,34,none
5208,1850,132,advanced
5209,1850,131,none
5210,1850,134,beginner
5211,1851,148,beginner
5212,1851,149,beginner
5213,1851,147,none
5214,1852,152,none
5215,1852,154,none
5216,1853,152,beginner
5217,1854,95,none
5218,1854,89,none
5219,1854,92,none
5220,1855,76,intermediate
5221,1856,78,intermediate
5222,1856,76,beginner
5223,1857,89,advanced
5224,1857,95,none
5225,1857,92,advanced
5226,1858,94,none
5227,1858,95,beginner
5228,1858,93,none
5229,1859,85,intermediate
5230,1859,84,beginner
5231,1859,82,beginner
5232,1860,82,none
5233,1860,84,intermediate
5234,1860,85,none
5235,1861,85,beginner
5236,1861,84,none
5237,1861,82,beginner
5238,1862,84,none
5239,1862,85,none
5240,1862,82,beginner
5241,1863,98,beginner
5242,1863,96,intermediate
5243,1863,97,none
5244,1864,49,none
5245,1864,48,beginner
5246,1864,50,none
5247,1865,32,intermediate
5248,1865,31,none
5249,1865,35,beginner
5250,1866,48,intermediate
5251,1866,49,beginner
5252,1866,50,beginner
5253,1867,38,none
5254,1867,46,beginner
5255,1867,36,intermediate
5256,1868,34,beginner
5257,1868,33,intermediate
5258,1869,37,none
5259,1869,43,beginner
5260,1869,36,none
5261,1870,33,beginner
5262,1870,34,intermediate
5263,1871,135,beginner
5264,1871,140,beginner
5265,1871,138,none
5266,1872,147,none
5267,1872,146,intermediate
5268,1872,149,intermediate
5269,1873,128,advanced
5270,1873,129,intermediate
5271,1874,147,none
5272,1874,146,advanced
5273,1874,149,none
5274,1875,74,beginner
5275,1875,73,none
5276,1875,72,none
5277,1876,74,none
5278,1876,72,beginner
5279,1876,73,beginner
5280,1877,73,none
5281,1877,72,advanced
5282,1877,74,beginner
5283,1878,28,none
5284,1878,25,none
5285,1878,23,beginner
5286,1879,28,none
5287,1879,24,beginner
5288,1879,25,beginner
5289,1880,30,beginner
5290,1880,32,none
5291,1880,33,none
5292,1881,30,beginner
5293,1881,33,none
5294,1881,32,none
5295,1882,25,none
5296,1882,28,beginner
5297,1882,23,beginner
5298,1883,5,none
5299,1883,3,none
5300,1883,7,none
5301,1884,49,intermediate
5302,1884,55,none
5303,1885,28,none
5304,1885,23,beginner
5305,1885,25,beginner
5306,1886,30,intermediate
5307,1886,32,beginner
5308,1886,31,none
5309,1887,29,beginner
5310,1887,32,beginner
5311,1887,31,none
5312,1888,8,beginner
5313,1888,2,none
5314,1888,3,none
5315,1889,31,none
5316,1889,30,intermediate
5317,1889,33,beginner
5318,1890,31,none
5319,1890,29,none
5320,1890,32,beginner
5321,1891,142,none
5322,1891,143,beginner
5323,1891,141,beginner
5324,1892,148,intermediate
5325,1892,146,beginner
5326,1892,147,none
5327,1893,143,none
5328,1893,142,intermediate
5329,1893,141,none
5330,1894,47,none
5331,1894,37,none
5332,1894,38,none
5333,1895,24,intermediate
5334,1895,25,beginner
5335,1895,26,intermediate
5336,1896,25,beginner
5337,1896,26,none
5338,1896,24,none
5339,1897,24,intermediate
5340,1897,25,none
5341,1897,26,none
5342,1898,25,none
5343,1898,24,none
5344,1898,26,beginner
5345,1899,117,beginner
5346,1899,116,intermediate
5347,1899,119,none
5348,1900,152,none
5349,1900,151,beginner
5350,1900,154,beginner
5351,1901,144,intermediate
5352,1901,145,none
5353,1901,141,intermediate
5354,1902,154,none
5355,1902,152,beginner
5356,1902,153,none
5357,1903,152,beginner
5358,1903,151,none
5359,1903,154,intermediate
5360,1904,154,none
5361,1904,152,advanced
5362,1904,151,beginner
5363,1905,47,none
5364,1905,46,none
5365,1905,44,beginner
5366,1906,47,none
5367,1906,42,none
5368,1906,44,none
5369,1907,22,none
5370,1907,24,none
5371,1907,25,beginner
5372,1908,8,none
5373,1908,3,beginner
5374,1908,6,none
5375,1909,8,beginner
5376,1909,5,none
5377,1909,1,beginner
5378,1910,20,beginner
5379,1910,10,intermediate
5380,1910,12,beginner
5381,1911,1,beginner
5382,1911,5,none
5383,1911,6,advanced
5384,1912,38,beginner
5385,1912,44,beginner
5386,1912,36,none
5387,1913,56,none
5388,1913,54,none
5389,1913,55,none
5390,1914,34,none
5391,1914,30,beginner
5392,1914,32,beginner
5393,1915,38,none
5394,1915,46,none
5395,1915,36,none
5396,1916,146,beginner
5397,1916,148,none
5398,1916,147,beginner
5399,1917,147,beginner
5400,1917,146,beginner
5401,1917,148,none
5402,1918,149,beginner
5403,1918,146,none
5404,1918,147,none
5405,1919,131,none
5406,1919,130,intermediate
5407,1919,128,none
5408,1920,80,beginner
5409,1920,77,advanced
5410,1920,76,beginner
5411,1921,94,intermediate
5412,1921,90,beginner
5413,1921,95,none
5414,1922,80,intermediate
5415,1922,77,none
5416,1922,76,none
5417,1923,90,beginner
5418,1923,94,none
5419,1923,95,none
5420,1924,35,none
5421,1924,33,beginner
5422,1924,32,beginner
5423,1925,35,beginner
5424,1925,29,none
5425,1925,32,beginner
5426,1926,29,none
5427,1926,33,beginner
5428,1926,35,none
5429,1927,28,beginner
5430,1927,25,none
5431,1927,24,beginner
5432,1928,11,none
5433,1928,20,intermediate
5434,1928,18,beginner
5435,1929,24,beginner
5436,1929,22,intermediate
5437,1930,24,none
5438,1931,22,none
5439,1931,24,intermediate
5440,1932,56,beginner
5441,1933,124,beginner
5442,1933,127,beginner
5443,1933,126,beginner
5444,1934,110,none
5445,1934,114,beginner
5446,1934,115,none
5447,1935,127,beginner
5448,1935,124,intermediate
5449,1935,126,none
5450,1936,149,beginner
5451,1936,147,none
5452,1937,147,none
5453,1937,149,beginner
5454,1938,149,beginner
5455,1938,147,advanced
5456,1939,53,none
5457,1939,48,none
5458,1940,48,beginner
5459,1941,144,none
5460,1941,141,none
5461,1941,142,none
5462,1942,136,intermediate
5463,1942,139,beginner
5464,1943,142,none
5465,1943,143,beginner
5466,1943,144,advanced
5467,1944,55,beginner
5468,1944,49,beginner
5469,1944,56,none
5470,1945,3,none
5471,1945,8,none
5472,1945,4,none
5473,1946,49,none
5474,1946,56,beginner
5475,1946,55,beginner
5476,1947,13,beginner
5477,1947,19,beginner
5478,1947,16,intermediate
5479,1948,131,none
5480,1948,128,beginner
5481,1948,129,none
5482,1949,139,beginner
5483,1949,138,none
5484,1949,135,none
5485,1950,66,beginner
5486,1950,68,none
5487,1950,67,beginner
5488,1951,66,intermediate
5489,1951,70,beginner
5490,1951,67,none
5491,1952,75,advanced
5492,1952,73,none
5493,1952,72,beginner
5494,1953,70,intermediate
5495,1953,67,intermediate
5496,1953,65,intermediate
5497,1954,75,none
5498,1954,72,beginner
5499,1954,73,intermediate
5500,1955,78,intermediate
5501,1955,80,none
5502,1955,79,intermediate
5503,1956,151,none
5504,1956,154,beginner
5505,1956,150,none
5506,1957,146,intermediate
5507,1957,148,beginner
5508,1958,151,intermediate
5509,1958,153,none
5510,1958,150,intermediate
5511,1959,149,beginner
5512,1959,146,none
5513,1959,148,none
5514,1960,150,none
5515,1960,152,intermediate
5516,1960,154,intermediate
5517,1961,96,intermediate
5518,1961,99,none
5519,1961,97,none
5520,1962,79,none
5521,1962,78,none
5522,1962,77,none
5523,1963,98,none
5524,1963,103,beginner
5525,1963,99,none
5526,1964,125,none
5527,1965,106,intermediate
5528,1965,105,none
5529,1965,109,intermediate
5530,1966,122,intermediate
5531,1966,121,none
5532,1966,120,intermediate
5533,1967,125,none
5534,1967,127,none
5535,1967,126,none
5536,1968,124,none
5537,1968,127,intermediate
5538,1968,125,beginner
5539,1969,127,intermediate
5540,1969,124,none
5541,1969,125,beginner
5542,1970,108,intermediate
5543,1970,106,beginner
5544,1971,106,beginner
5545,1971,108,advanced
5546,1972,97,none
5547,1972,96,intermediate
5548,1972,101,advanced
5549,1973,60,advanced
5550,1973,57,none
5551,1973,61,beginner
5552,1974,96,beginner
5553,1974,101,none
5554,1974,97,none
5555,1975,101,none
5556,1975,96,beginner
5557,1975,97,intermediate
5558,1976,110,beginner
5559,1976,111,none
5560,1976,112,none
5561,1977,106,advanced
5562,1977,109,beginner
5563,1977,104,beginner
5564,1978,112,none
5565,1978,111,none
5566,1978,110,none
5567,1979,46,beginner
5568,1979,37,none
5569,1979,44,none
5570,1980,23,none
5571,1980,22,beginner
5572,1981,56,intermediate
5573,1981,52,none
5574,1982,52,none
5575,1982,56,intermediate
5576,1983,98,intermediate
5577,1983,103,none
5578,1983,96,beginner
5579,1984,85,none
5580,1984,81,beginner
5581,1984,86,none
5582,1985,81,beginner
5583,1985,85,none
5584,1985,86,none
5585,1986,85,beginner
5586,1986,86,none
5587,1986,81,none
5588,1987,41,none
5589,1987,36,intermediate
5590,1987,40,beginner
5591,1988,8,none
5592,1988,4,beginner
5593,1989,53,intermediate
5594,1989,54,beginner
5595,1989,51,beginner
5596,1990,59,none
5597,1990,63,none
5598,1990,57,beginner
5599,1991,90,none
5600,1991,94,beginner
5601,1992,90,intermediate
5602,1993,59,none
5603,1993,57,advanced
5604,1993,63,beginner
5605,1994,23,none
5606,1994,28,beginner
5607,1995,38,none
5608,1995,44,none
5609,1995,47,intermediate
5610,1996,33,beginner
5611,1997,102,none
5612,1997,103,intermediate
5613,1997,99,beginner
5614,1998,90,beginner
5615,1998,94,advanced
5616,1998,95,none
5617,1999,94,beginner
5618,1999,89,intermediate
5619,1999,95,beginner
5620,2000,92,none
5621,2000,93,none
5622,2000,89,none
5623,2001,87,beginner
5624,2001,82,none
5625,2001,86,beginner
5626,2002,82,intermediate
5627,2002,86,beginner
5628,2002,87,beginner
5629,2003,84,beginner
5630,2003,82,none
5631,2003,86,beginner
5632,2004,80,intermediate
5633,2004,77,none
5634,2004,76,beginner
5635,2005,76,beginner
5636,2005,77,intermediate
5637,2005,80,none
5638,2006,2,intermediate
5639,2006,5,intermediate
5640,2006,8,none
5641,2007,2,none
5642,2007,1,none
5643,2007,8,none
5644,2008,49,beginner
5645,2008,48,none
5646,2008,53,beginner
5647,2009,8,advanced
5648,2009,1,intermediate
5649,2009,2,none
5650,2010,107,none
5651,2010,109,intermediate
5652,2010,106,beginner
5653,2011,107,none
5654,2011,105,none
5655,2011,106,intermediate
5656,2012,26,beginner
5657,2012,23,beginner
5658,2013,20,none
5659,2013,17,none
5660,2013,18,beginner
5661,2014,65,intermediate
5662,2014,69,advanced
5663,2014,66,none
5664,2015,100,none
5665,2015,103,intermediate
5666,2015,97,none
5667,2016,72,intermediate
5668,2016,74,beginner
5669,2016,73,beginner
5670,2017,69,intermediate
5671,2017,66,none
5672,2017,65,beginner
5673,2018,74,none
5674,2018,73,intermediate
5675,2018,72,none
5676,2019,25,advanced
5677,2019,24,intermediate
5678,2019,26,beginner
5679,2020,25,beginner
5680,2020,24,beginner
5681,2020,26,beginner
5682,2021,48,beginner
5683,2021,56,beginner
5684,2021,54,beginner
5685,2022,30,beginner
5686,2022,31,none
5687,2022,34,none
5688,2023,30,none
5689,2023,34,none
5690,2023,31,beginner
5691,2024,57,intermediate
5692,2024,64,beginner
5693,2025,121,none
5694,2025,123,intermediate
5695,2025,122,advanced
5696,2026,122,none
5697,2026,123,none
5698,2026,121,beginner
5699,2027,105,none
5700,2027,104,beginner
5701,2027,106,beginner
5702,2028,71,none
5703,2028,75,beginner
5704,2028,73,beginner
5705,2029,86,intermediate
5706,2029,85,none
5707,2029,84,none
5708,2030,75,none
5709,2030,73,none
5710,2030,72,beginner
5711,2031,84,advanced
5712,2031,86,none
5713,2031,85,beginner
5714,2032,85,none
5715,2032,84,intermediate
5716,2032,83,none
5717,2033,126,none
5718,2033,125,beginner
5719,2033,127,none
5720,2034,75,none
5721,2034,73,beginner
5722,2034,74,beginner
5723,2035,30,beginner
5724,2035,33,none
5725,2036,54,none
5726,2036,56,beginner
5727,2036,53,none
5728,2037,2,none
5729,2037,3,none
5730,2037,1,beginner
5731,2038,33,beginner
5732,2038,30,advanced
5733,2039,21,none
5734,2039,13,advanced
5735,2039,10,none
5736,2040,72,beginner
5737,2041,94,none
5738,2041,89,beginner
5739,2041,95,intermediate
5740,2042,81,beginner
5741,2042,84,none
5742,2042,86,none
5743,2043,74,beginner
5744,2043,72,advanced
5745,2044,11,beginner
5746,2044,14,beginner
5747,2044,19,advanced
5748,2045,89,beginner
5749,2045,90,none
5750,2045,94,beginner
5751,2046,94,none
5752,2046,89,beginner
5753,2046,90,none
5754,2047,54,advanced
5755,2047,52,beginner
5756,2047,49,beginner
5757,2048,33,none
5758,2048,34,intermediate
5759,2048,31,none
5760,2049,40,none
5761,2049,37,advanced
5762,2049,38,none
5763,2050,80,beginner
5764,2050,77,advanced
5765,2050,78,beginner
5766,2051,36,none
5767,2051,46,none
5768,2051,37,none
5769,2052,56,none
5770,2052,53,none
5771,2052,48,beginner
5772,2053,28,intermediate
5773,2053,22,advanced
5774,2053,23,none
5775,2054,22,beginner
5776,2054,28,beginner
5777,2054,25,beginner
5778,2055,78,intermediate
5779,2055,76,beginner
5780,2056,72,none
5781,2056,73,none
5782,2056,71,beginner
5783,2057,78,none
5784,2057,76,beginner
5785,2058,93,beginner
5786,2058,89,beginner
5787,2058,94,beginner
5788,2059,58,none
5789,2059,59,beginner
5790,2059,60,beginner
5791,2060,57,beginner
5792,2060,58,advanced
5793,2060,60,none
5794,2061,79,none
5795,2061,80,none
5796,2061,76,none
5797,2062,103,advanced
5798,2062,102,none
5799,2062,98,intermediate
5800,2063,136,none
5801,2063,137,beginner
5802,2063,139,beginner
5803,2064,151,beginner
5804,2064,152,intermediate
5805,2065,135,none
5806,2065,140,none
5807,2065,139,beginner
5808,2066,59,intermediate
5809,2066,60,intermediate
5810,2066,61,beginner
5811,2067,73,none
5812,2067,72,beginner
5813,2067,71,none
5814,2068,7,beginner
5815,2068,5,beginner
5816,2069,7,beginner
5817,2069,5,none
5818,2070,58,none
5819,2070,59,none
5820,2070,60,beginner
5821,2071,58,beginner
5822,2071,59,none
5823,2071,60,none
5824,2072,97,beginner
5825,2072,96,none
5826,2072,101,none
5827,2073,71,beginner
5828,2073,72,advanced
5829,2074,110,beginner
5830,2074,114,beginner
5831,2074,115,intermediate
5832,2075,126,beginner
5833,2075,124,none
5834,2076,110,none
5835,2076,115,intermediate
5836,2076,111,beginner
5837,2077,126,none
5838,2077,124,none
5839,2078,42,none
5840,2078,38,none
5841,2078,47,advanced
5842,2079,30,intermediate
5843,2079,31,none
5844,2080,54,intermediate
5845,2080,53,none
5846,2080,49,none
5847,2081,34,intermediate
5848,2081,33,beginner
5849,2081,32,none
5850,2082,31,none
5851,2082,33,none
5852,2082,34,none
5853,2083,53,beginner
5854,2083,48,none
5855,2083,49,intermediate
5856,2084,48,beginner
5857,2084,54,beginner
5858,2084,49,none
5859,2085,25,none
5860,2085,22,none
5861,2085,23,beginner
5862,2086,31,beginner
5863,2086,32,none
5864,2086,34,none
5865,2087,33,beginner
5866,2087,31,none
5867,2087,34,none
5868,2088,35,none
5869,2088,31,none
5870,2088,33,none
5871,2089,70,intermediate
5872,2089,68,beginner
5873,2089,66,none
5874,2090,24,beginner
5875,2090,22,beginner
5876,2091,31,beginner
5877,2091,34,beginner
5878,2091,32,advanced
5879,2092,32,none
5880,2092,31,none
5881,2092,34,beginner
5882,2093,154,none
5883,2093,150,intermediate
5884,2093,151,beginner
5885,2094,131,none
5886,2094,130,beginner
5887,2095,151,none
5888,2095,154,none
5889,2095,150,none
5890,2096,139,beginner
