CommentId,ProgramId,UserId,CommentText,CreatedAt,IsDeleted
1434,64,8,Mentees should spend extra time practicing Tableau.,2025-07-10 06:00:00,no
1435,58,1966,How much experience is needed in LAMP Stack?,2025-09-02 10:00:00,no
1436,2059,751,Strong understanding of SQL will help mentees succeed.,2024-11-21 17:00:00,no
1437,2489,1154,This mentorship focuses heavily on practical AWS experience.,2025-08-17 02:00:00,no
1438,2489,1703,Can someone explain more about AWS?,2025-08-17 10:00:00,yes
1439,2325,4326,Do I need prior knowledge of HTML before joining?,2025-03-12 13:00:00,no
1440,2669,1362,This mentorship focuses heavily on practical Tableau experience.,2025-06-04 10:00:00,yes
1441,132,4910,Can someone explain more about LAMP Stack?,2025-05-31 18:00:00,no
1442,92,3806,Do I need prior knowledge of Resume Review Tools before joining?,2024-01-19 03:00:00,yes
1443,1813,1375,SASS / SCSS is one of the most important skills in this mentorship.,2025-08-21 05:00:00,no
1444,1813,3303,How much experience is needed in SASS / SCSS?,2025-08-21 14:00:00,yes
1445,1513,5348,How much experience is needed in CSS?,2024-04-16 02:00:00,yes
1446,1045,2510,Is SQL beginner friendly for this mentorship?,2025-10-12 04:00:00,yes
1447,148,2299,Is OKRs beginner friendly for this mentorship?,2025-08-26 02:00:00,no
1448,1775,3727,Can someone explain more about PyTorch?,2025-01-17 07:00:00,no
1449,43,4081,Do I need prior knowledge of Snowflake before joining?,2025-09-03 01:00:00,no
1450,1505,3657,Will this mentorship cover advanced Spring Boot topics?,2025-08-17 04:00:00,no
1451,3191,2614,Will this mentorship cover advanced Ansible topics?,2025-10-08 11:00:00,yes
1452,1129,2932,Do I need prior knowledge of Bootstrap before joining?,2025-03-29 06:00:00,no
1453,1129,4613,Can someone explain more about Bootstrap?,2025-03-29 10:00:00,no
1454,1046,4610,Will this mentorship cover advanced Wireframing topics?,2025-10-16 03:00:00,no
1455,2869,1453,Adobe XD is one of the most important skills in this mentorship.,2024-12-17 18:00:00,no
1456,2869,4185,How much experience is needed in Adobe XD?,2024-12-17 01:00:00,no
1457,739,4046,Will this mentorship cover advanced After Effects topics?,2025-07-27 04:00:00,no
1458,3130,4440,Do I need prior knowledge of Apache Airflow before joining?,2025-10-15 17:00:00,no
1459,3188,2598,Do I need prior knowledge of Next.js before joining?,2025-09-17 02:00:00,no
1460,1344,2914,Can someone explain more about Kafka?,2025-04-09 06:00:00,no
1461,595,1116,Hadoop is very valuable for real-world projects.,2024-07-30 06:00:00,no
1462,595,5027,Do I need prior knowledge of Hadoop before joining?,2024-07-30 10:00:00,no
1463,2646,1511,Will this mentorship cover advanced Bootstrap topics?,2024-12-28 05:00:00,no
1464,1967,5413,Will this mentorship cover advanced JavaScript topics?,2025-04-27 18:00:00,no
1465,1967,1395,JavaScript is very valuable for real-world projects.,2025-04-27 07:00:00,no
1466,403,5025,Is Android (Kotlin) beginner friendly for this mentorship?,2025-03-23 10:00:00,no
1467,403,2603,Will this mentorship cover advanced Android (Kotlin) topics?,2025-03-23 07:00:00,no
1468,403,5322,How much experience is needed in Android (Kotlin)?,2025-03-23 03:00:00,no
1469,2798,3050,Can someone explain more about OpenCV?,2024-09-06 13:00:00,yes
1470,2320,3652,Do I need prior knowledge of Nuxt.js before joining?,2024-07-04 02:00:00,no
1471,209,4245,How much experience is needed in Angular?,2025-03-29 13:00:00,no
1472,878,2615,Is Low Level Design (LLD) beginner friendly for this mentorship?,2025-02-04 14:00:00,no
1473,1876,4493,Can someone explain more about REST APIs?,2024-08-25 07:00:00,no
1474,869,4991,How much experience is needed in SpaCy?,2025-05-30 07:00:00,no
1475,2471,5255,Is Django + React beginner friendly for this mentorship?,2025-07-06 07:00:00,no
1476,789,2779,Will this mentorship cover advanced Express.js topics?,2024-03-29 18:00:00,no
1477,856,2083,Will this mentorship cover advanced Logo Design Tools topics?,2025-05-29 10:00:00,no
1478,2657,2620,Can someone explain more about Docker?,2025-08-04 04:00:00,no
1479,2365,384,This mentorship focuses heavily on practical Event-Driven Architecture experience.,2025-09-01 07:00:00,no
1480,2230,2465,Will this mentorship cover advanced CatBoost topics?,2025-05-02 03:00:00,no
1481,567,2057,How much experience is needed in Illustrator?,2024-09-21 03:00:00,no
1482,2451,599,Mentees should spend extra time practicing Vue.js.,2025-08-16 09:00:00,no
1483,1153,4980,Do I need prior knowledge of Flutter before joining?,2025-09-14 17:00:00,no
1484,636,1324,Jenkins is very valuable for real-world projects.,2025-01-12 14:00:00,yes
1485,636,2872,Can someone explain more about Jenkins?,2025-01-12 17:00:00,no
1486,636,3203,Do I need prior knowledge of Jenkins before joining?,2025-01-12 08:00:00,no
1487,2232,4097,Do I need prior knowledge of LinkedIn Optimization before joining?,2024-06-28 11:00:00,no
1488,2898,2032,Can someone explain more about NumPy?,2024-08-21 01:00:00,no
1489,2898,1111,NumPy is one of the most important skills in this mentorship.,2024-08-21 17:00:00,no
1490,386,5248,Do I need prior knowledge of Laravel before joining?,2025-09-03 18:00:00,no
1491,634,1518,How much experience is needed in Hugging Face Transformers?,2025-09-29 15:00:00,no
1492,2783,4118,Can someone explain more about Docker?,2025-07-13 16:00:00,no
1493,2783,4803,Will this mentorship cover advanced Docker topics?,2025-07-13 16:00:00,no
1494,2418,4680,How much experience is needed in BPMN?,2025-09-30 10:00:00,no
1495,185,621,Mentees should spend extra time practicing Vue.js.,2025-02-19 10:00:00,no
1496,1276,5322,Do I need prior knowledge of Illustrator before joining?,2025-05-30 14:00:00,no
1497,1443,830,Strong understanding of Event-Driven Architecture will help mentees succeed.,2025-02-12 07:00:00,no
1498,408,2087,How much experience is needed in NumPy?,2025-05-18 01:00:00,no
1499,284,3526,Can someone explain more about NumPy?,2025-02-09 01:00:00,no
1500,1448,4045,"How much experience is needed in Caching (Redis, Memcached)?",2025-06-05 06:00:00,no
1501,1448,876,"This mentorship focuses heavily on practical Caching (Redis, Memcached) experience.",2025-06-05 14:00:00,no
1502,898,2078,How much experience is needed in Matplotlib?,2025-09-17 16:00:00,no
1503,2393,230,Mentees should spend extra time practicing Product Roadmaps.,2025-06-24 11:00:00,yes
1504,842,2822,How much experience is needed in Logo Design Tools?,2025-05-01 12:00:00,no
1505,2104,733,Strong understanding of AWS will help mentees succeed.,2024-08-20 08:00:00,no
1506,2125,3908,Do I need prior knowledge of NumPy before joining?,2024-10-18 17:00:00,no
1507,2623,1836,Do I need prior knowledge of Financial Modeling before joining?,2025-10-15 16:00:00,no
1508,890,4260,How much experience is needed in Miro?,2025-05-22 06:00:00,no
1509,1190,3900,"Can someone explain more about Message Queues (Kafka, RabbitMQ)?",2025-06-10 16:00:00,no
1510,1190,4331,Would this help me transition to a new career?,2025-06-10 02:00:00,no
1511,1533,3646,How much experience is needed in Photoshop?,2025-05-01 09:00:00,no
1512,1533,2742,Do I need prior knowledge of Photoshop before joining?,2025-05-01 01:00:00,no
1513,2243,3431,Is Python beginner friendly for this mentorship?,2025-07-04 03:00:00,no
1514,1574,477,This mentorship focuses heavily on practical TensorFlow experience.,2025-06-24 16:00:00,no
1515,1970,4025,Do I need prior knowledge of BPMN before joining?,2024-09-22 17:00:00,no
1516,425,820,Strong understanding of Pitch Deck Tools will help mentees succeed.,2025-06-22 13:00:00,no
1517,1898,3479,Can someone explain more about Ionic?,2025-10-17 02:00:00,no
1518,2696,580,This mentorship focuses heavily on practical BPMN experience.,2024-10-17 02:00:00,no
1519,1264,4076,Is Xamarin beginner friendly for this mentorship?,2025-07-10 14:00:00,yes
1520,1642,3455,Do I need prior knowledge of BERT before joining?,2025-06-04 17:00:00,no
1521,155,1803,Do I need prior knowledge of Monday.com before joining?,2025-07-16 05:00:00,no
1522,2060,2718,Will this mentorship cover advanced React topics?,2025-05-04 17:00:00,no
1523,1020,3304,Will this mentorship cover advanced Node.js topics?,2024-07-29 04:00:00,yes
1524,781,1471,Mentees should spend extra time practicing SQL.,2025-08-20 14:00:00,no
1525,1623,2508,Can someone explain more about ETL Pipelines?,2025-09-04 16:00:00,no
1526,1598,47,Mentees should spend extra time practicing Flutter.,2025-08-12 13:00:00,no
1527,2858,3454,Can someone explain more about Photoshop?,2025-08-09 18:00:00,no
1528,1711,4741,Can someone explain more about GPT Models?,2025-10-15 10:00:00,no
1529,1823,4281,Can someone explain more about Node.js?,2024-07-11 10:00:00,yes
1530,750,1251,Mentees should spend extra time practicing Photoshop.,2025-07-20 06:00:00,no
1531,2931,4250,Can someone explain more about Wireframing?,2024-03-23 04:00:00,no
1532,893,4179,Can someone explain more about Logo Design Tools?,2025-09-29 07:00:00,no
1533,2145,3336,How much experience is needed in SQL?,2024-06-01 12:00:00,no
1534,1807,4720,Can someone explain more about User Journey Mapping?,2024-10-02 10:00:00,no
1535,69,2284,How much experience is needed in Machine Learning Libraries?,2024-07-24 09:00:00,no
1536,1923,949,Excel is one of the most important skills in this mentorship.,2025-05-22 07:00:00,no
1537,2770,79,This mentorship focuses heavily on practical NestJS experience.,2025-09-11 01:00:00,no
1538,2770,1763,Do I need prior knowledge of NestJS before joining?,2025-09-11 06:00:00,no
1539,365,4241,How much experience is needed in Cinema 4D?,2025-08-16 08:00:00,yes
1540,680,2513,Can someone explain more about TensorFlow?,2025-03-08 11:00:00,no
1541,1763,912,Mentees should spend extra time practicing Django + React.,2025-08-09 12:00:00,no
1542,717,2686,Will this mentorship cover advanced Nginx topics?,2025-08-30 03:00:00,no
1543,1472,4686,Will this mentorship cover advanced High Level Design (HLD) topics?,2025-09-06 04:00:00,no
1544,955,482,Strong understanding of Flutter will help mentees succeed.,2025-03-13 03:00:00,no
1545,2594,1722,Can someone explain more about Hadoop?,2025-09-11 02:00:00,no
1546,1310,3504,How much experience is needed in iOS (Swift)?,2025-10-03 14:00:00,no
1547,2559,385,This mentorship focuses heavily on practical FigJam experience.,2025-06-29 05:00:00,no
1548,22,954,This mentorship focuses heavily on practical SpaCy experience.,2025-06-16 14:00:00,no
1549,882,70,Ansible is very valuable for real-world projects.,2025-05-15 05:00:00,no
1550,38,4532,Will this mentorship cover advanced Machine Learning Libraries topics?,2024-09-13 18:00:00,no
1551,289,3388,How much experience is needed in Ionic?,2025-04-13 03:00:00,no
1552,2013,3301,How much experience is needed in Ansible?,2025-06-11 01:00:00,yes
1553,3155,3613,"Can someone explain more about Caching (Redis, Memcached)?",2025-09-20 09:00:00,no
1554,269,2066,Can someone explain more about Vue.js?,2025-02-07 07:00:00,no
1555,7,1824,How much experience is needed in Hugging Face Transformers?,2025-07-09 10:00:00,no
1556,2505,2351,Do I need prior knowledge of Illustrator before joining?,2025-10-21 10:00:00,no
1557,1167,1692,Do I need prior knowledge of Xamarin before joining?,2025-08-30 08:00:00,no
1558,1396,4956,Will this mentorship cover advanced Xamarin topics?,2024-07-15 10:00:00,no
1559,1374,960,Strong understanding of RNNs will help mentees succeed.,2024-12-24 05:00:00,no
1560,1908,3652,Do I need prior knowledge of MERN Stack before joining?,2025-10-11 06:00:00,no
1561,1025,591,NLTK is one of the most important skills in this mentorship.,2025-06-14 17:00:00,no
1562,443,1316,Strong understanding of Bootstrap will help mentees succeed.,2025-04-29 11:00:00,no
1563,1567,3319,Is CNNs beginner friendly for this mentorship?,2025-03-31 10:00:00,no
1564,1113,5025,Will this mentorship cover advanced Seaborn topics?,2025-07-17 10:00:00,no
1565,1113,1654,Is Seaborn beginner friendly for this mentorship?,2025-07-17 17:00:00,no
1566,2675,1190,Mentees should spend extra time practicing Miro.,2024-10-28 15:00:00,no
1567,1199,5410,"Is Caching (Redis, Memcached) beginner friendly for this mentorship?",2025-07-10 17:00:00,no
1568,1894,1012,Strong understanding of MERN Stack will help mentees succeed.,2025-03-10 02:00:00,no
1569,744,502,Mentees should spend extra time practicing TypeScript.,2025-07-27 08:00:00,no
1570,1373,906,Flask is one of the most important skills in this mentorship.,2025-08-12 01:00:00,no
1571,2046,2488,Will this mentorship cover advanced NestJS topics?,2025-02-23 07:00:00,no
1572,2875,5029,Is CSS beginner friendly for this mentorship?,2025-10-16 05:00:00,no
1573,2875,1942,Can someone explain more about CSS?,2025-10-16 10:00:00,no
1574,2569,4394,How much experience is needed in XGBoost?,2025-08-22 05:00:00,no
1575,2569,678,Strong understanding of XGBoost will help mentees succeed.,2025-08-22 12:00:00,no
1576,1525,4515,Will this mentorship cover advanced Docker topics?,2025-08-03 18:00:00,no
1577,2366,1763,Can someone explain more about NumPy?,2025-10-22 10:00:00,no
1578,1626,1431,Spring Boot is one of the most important skills in this mentorship.,2025-07-10 11:00:00,no
1579,2152,3812,Is BPMN beginner friendly for this mentorship?,2024-09-28 03:00:00,no
1580,1729,16,Strong understanding of Nginx will help mentees succeed.,2025-08-29 08:00:00,no
1581,936,791,OKRs is very valuable for real-world projects.,2025-01-24 06:00:00,no
1582,609,1175,Jira is one of the most important skills in this mentorship.,2025-05-07 06:00:00,yes
1583,876,1443,Logo Design Tools is one of the most important skills in this mentorship.,2024-09-25 04:00:00,no
1584,2697,3209,Do I need prior knowledge of Hadoop before joining?,2025-07-24 11:00:00,no
1585,149,466,Mentees should spend extra time practicing Redshift.,2025-10-18 18:00:00,yes
1586,2511,987,Nuxt.js is very valuable for real-world projects.,2025-10-13 14:00:00,no
1587,2888,4459,Will this mentorship cover advanced REST APIs topics?,2025-05-07 16:00:00,no
1588,2888,3622,Can someone explain more about REST APIs?,2025-05-07 13:00:00,yes
1589,1580,1184,Mentees should spend extra time practicing CNNs.,2025-03-22 04:00:00,no
1590,1342,4897,Is AWS beginner friendly for this mentorship?,2025-07-12 17:00:00,no
1591,1342,1332,This mentorship focuses heavily on practical AWS experience.,2025-07-12 18:00:00,no
1592,982,5050,Is SpaCy beginner friendly for this mentorship?,2023-12-11 13:00:00,no
1593,3171,5384,Will this mentorship cover advanced Flask topics?,2025-02-25 15:00:00,no
1594,2193,3452,Do I need prior knowledge of GPT Models before joining?,2025-03-28 13:00:00,yes
1595,2193,1346,This mentorship focuses heavily on practical GPT Models experience.,2025-03-28 07:00:00,no
1596,655,1811,Do I need prior knowledge of Interview Preparation Frameworks before joining?,2024-07-11 10:00:00,no
1597,3123,5224,Can someone explain more about Brand Identity Systems?,2025-08-30 05:00:00,no
1598,1216,2873,How much experience is needed in TensorFlow?,2025-01-09 06:00:00,no
1599,801,2918,Do I need prior knowledge of Android (Java) before joining?,2025-02-26 04:00:00,no
1600,1124,3400,Do I need prior knowledge of GitHub Actions before joining?,2025-08-28 06:00:00,no
1601,755,4946,Will this mentorship cover advanced CI/CD Pipelines topics?,2025-05-22 04:00:00,yes
1602,2832,26,Mentees should spend extra time practicing BigQuery.,2025-10-21 13:00:00,no
1603,651,1317,This mentorship focuses heavily on practical SpaCy experience.,2025-02-20 09:00:00,no
1604,891,3576,Will this mentorship cover advanced Asana topics?,2025-06-25 08:00:00,no
1605,110,1779,Is Nginx beginner friendly for this mentorship?,2025-09-06 07:00:00,no
1606,227,3656,"Is Caching (Redis, Memcached) beginner friendly for this mentorship?",2025-10-06 11:00:00,no
1607,227,3881,"Can someone explain more about Caching (Redis, Memcached)?",2025-10-06 07:00:00,no
1608,881,2184,How much experience is needed in Sketch?,2025-05-08 09:00:00,no
1609,881,2065,Will this mentorship cover advanced Sketch topics?,2025-05-08 01:00:00,no
1610,2996,4087,Do I need prior knowledge of Product Roadmaps before joining?,2025-03-12 18:00:00,no
1611,2694,2666,Is Redshift beginner friendly for this mentorship?,2025-07-30 01:00:00,yes
1612,2694,3069,Do I need prior knowledge of Redshift before joining?,2025-07-30 16:00:00,yes
1613,864,566,Strong understanding of Next.js Full Stack will help mentees succeed.,2025-07-22 10:00:00,no
1614,2001,1097,Mentees should spend extra time practicing Event-Driven Architecture.,2025-09-04 16:00:00,yes
1615,2001,1453,This mentorship focuses heavily on practical Event-Driven Architecture experience.,2025-09-04 14:00:00,no
1616,1767,3294,Can someone explain more about Express.js?,2025-02-09 09:00:00,no
1617,1767,1763,Is Express.js beginner friendly for this mentorship?,2025-02-09 15:00:00,no
1618,1993,3917,Do I need prior knowledge of Xamarin before joining?,2025-06-12 09:00:00,no
1619,2069,3051,Can someone explain more about Bootstrap?,2024-07-03 01:00:00,no
1620,2069,5126,How much experience is needed in Bootstrap?,2024-07-03 14:00:00,no
1621,2771,3850,Do I need prior knowledge of RNNs before joining?,2025-04-03 18:00:00,no
1622,1860,3659,Will this mentorship cover advanced Low Level Design (LLD) topics?,2025-07-29 09:00:00,no
1623,940,2136,Will this mentorship cover advanced PyTorch topics?,2025-10-11 10:00:00,no
1624,13,1736,Is Nginx beginner friendly for this mentorship?,2025-04-27 10:00:00,no
1625,13,631,Mentees should spend extra time practicing Nginx.,2025-04-27 02:00:00,no
1626,1365,973,This mentorship focuses heavily on practical Excel experience.,2025-08-29 17:00:00,no
1627,1759,2801,How much experience is needed in NumPy?,2024-01-19 15:00:00,no
1628,1837,337,Mentees should spend extra time practicing JavaScript.,2025-09-27 09:00:00,no
1629,1837,1143,Strong understanding of JavaScript will help mentees succeed.,2025-09-27 01:00:00,yes
1630,1837,1073,JavaScript is very valuable for real-world projects.,2025-09-27 02:00:00,no
1631,1545,2046,Do I need prior knowledge of BigQuery before joining?,2024-12-23 07:00:00,no
1632,1545,172,Mentees should spend extra time practicing BigQuery.,2024-12-23 18:00:00,no
1633,1449,4117,Do I need prior knowledge of Confluence before joining?,2025-10-01 10:00:00,no
1634,2730,389,Mentees should spend extra time practicing CNNs.,2025-08-21 04:00:00,no
1635,886,5027,How much experience is needed in LAMP Stack?,2025-01-04 02:00:00,no
1636,907,624,This mentorship focuses heavily on practical Terraform experience.,2025-10-13 14:00:00,yes
1637,2344,2542,Can someone explain more about AWS?,2024-11-10 13:00:00,no
1638,2939,5193,How much experience is needed in Brand Identity Systems?,2025-07-20 01:00:00,yes
1639,1016,2702,Will this mentorship cover advanced Android (Java) topics?,2025-01-29 15:00:00,no
1640,1134,1216,Strong understanding of Pitch Deck Tools will help mentees succeed.,2025-10-20 10:00:00,no
1641,1225,4858,Can someone explain more about Career Planning Models?,2025-07-21 03:00:00,no
1642,2126,2296,Can someone explain more about Matplotlib?,2024-10-26 14:00:00,no
1643,2817,48,Strong understanding of Notion will help mentees succeed.,2024-08-30 13:00:00,no
1644,2817,3242,Do I need prior knowledge of Notion before joining?,2024-08-30 17:00:00,no
1645,835,3439,Is CI/CD Pipelines beginner friendly for this mentorship?,2025-09-06 14:00:00,no
1646,3092,3613,How much experience is needed in OpenCV?,2024-05-26 08:00:00,no
1647,3092,5149,How competitive is the application process?,2024-05-26 03:00:00,no
1648,3092,2287,The description really resonates with me.,2024-05-26 13:00:00,no
1649,952,2144,How much experience is needed in Low Level Design (LLD)?,2024-09-08 06:00:00,no
1650,2306,4228,Will this mentorship cover advanced CSS topics?,2024-10-25 03:00:00,no
1651,920,853,Strong understanding of Bootstrap will help mentees succeed.,2024-08-13 06:00:00,yes
1652,399,4218,Will this mentorship cover advanced PyTorch topics?,2025-05-19 04:00:00,no
1653,2872,1611,Is Express.js beginner friendly for this mentorship?,2025-08-15 09:00:00,no
1654,1530,1375,GPT Models is one of the most important skills in this mentorship.,2025-09-24 13:00:00,no
1655,889,786,Strong understanding of Business Model Canvas will help mentees succeed.,2025-04-01 02:00:00,no
1656,2056,257,Strong understanding of Kafka will help mentees succeed.,2025-06-10 03:00:00,no
1657,501,369,Strong understanding of CatBoost will help mentees succeed.,2025-10-14 12:00:00,no
1658,3116,2808,Is Low Level Design (LLD) beginner friendly for this mentorship?,2025-03-18 01:00:00,no
1659,605,2994,Do I need prior knowledge of Financial Modeling before joining?,2025-07-26 09:26:35,no
1660,1537,2387,Can someone explain more about Hugging Face Transformers?,2025-06-02 17:00:00,no
1661,2035,4603,Can someone explain more about Express.js?,2025-07-24 11:00:00,no
1662,137,2459,Can someone explain more about TypeScript?,2025-06-26 13:00:00,no
1663,141,2347,Will this mentorship cover advanced Next.js Full Stack topics?,2024-07-21 05:00:00,no
1664,1517,946,Mentees should spend extra time practicing GPT Models.,2025-02-01 05:00:00,no
1665,334,2014,Is SpaCy beginner friendly for this mentorship?,2025-08-17 01:00:00,no
1666,271,320,Strong understanding of R will help mentees succeed.,2025-09-15 12:00:00,no
1667,1961,4154,Can someone explain more about Ionic?,2024-08-25 15:00:00,no
1668,14,616,Xamarin is very valuable for real-world projects.,2025-05-05 03:00:00,no
1669,1900,780,This mentorship focuses heavily on practical Pandas experience.,2025-04-08 09:00:00,no
1670,1900,1089,Strong understanding of Pandas will help mentees succeed.,2025-04-08 11:00:00,no
1671,3183,1386,Cinema 4D is one of the most important skills in this mentorship.,2025-03-11 17:00:00,no
1672,2330,3725,Is Event-Driven Architecture beginner friendly for this mentorship?,2025-02-09 13:00:00,no
1673,3193,4769,How much experience is needed in RNNs?,2025-04-17 11:00:00,no
1674,3193,5289,Do I need prior knowledge of RNNs before joining?,2025-04-17 12:00:00,no
1675,1564,525,Mentees should spend extra time practicing Snowflake.,2025-09-27 16:00:00,no
1676,2598,4879,Is Next.js beginner friendly for this mentorship?,2025-10-12 09:00:00,no
1677,2703,3972,Can someone explain more about Flutter?,2024-06-30 14:00:00,no
1678,2972,535,Jenkins is very valuable for real-world projects.,2025-06-28 14:00:00,no
1679,2649,1073,This mentorship focuses heavily on practical MERN Stack experience.,2024-12-05 18:00:00,no
1680,3110,3354,Will this mentorship cover advanced Nginx topics?,2024-08-19 04:00:00,no
1681,1320,2504,Is MEAN Stack beginner friendly for this mentorship?,2025-04-22 07:00:00,no
1682,1206,1339,LightGBM is very valuable for real-world projects.,2024-07-24 03:00:00,no
1683,2369,938,Strong understanding of Azure will help mentees succeed.,2025-10-21 03:00:00,no
1684,3186,1779,Do I need prior knowledge of ClickUp before joining?,2025-08-11 16:00:00,no
1685,349,3968,Do I need prior knowledge of Python before joining?,2025-01-28 17:00:00,no
1686,349,5277,Can someone explain more about Python?,2025-01-28 01:00:00,no
1687,349,2374,How much experience is needed in Python?,2025-01-28 12:00:00,no
1688,601,3205,How much experience is needed in LightGBM?,2025-06-22 11:00:00,no
1689,262,4544,How much experience is needed in AWS?,2025-08-31 12:00:00,no
1690,262,4314,Do I need prior knowledge of AWS before joining?,2025-08-31 15:00:00,no
1691,993,2277,How much experience is needed in GitLab CI?,2025-08-20 06:00:00,no
1692,2427,3595,How much experience is needed in Terraform?,2025-03-12 04:00:00,no
1693,1019,4654,Can someone explain more about High Level Design (HLD)?,2024-03-15 14:00:00,no
1694,1019,5004,Is High Level Design (HLD) beginner friendly for this mentorship?,2024-03-15 12:00:00,no
1695,1271,1541,Will this mentorship cover advanced NLTK topics?,2023-12-21 06:00:00,no
1696,202,1927,Can someone explain more about Google Cloud Platform?,2025-04-10 15:00:00,no
1697,202,2963,Will there be any hands-on projects?,2025-04-10 10:00:00,no
1698,202,2620,I really appreciate you offering this mentorship.,2025-04-10 09:00:00,no
1699,79,950,Mentees should spend extra time practicing Tailwind CSS.,2025-06-19 07:00:00,yes
1700,1647,2686,Is FigJam beginner friendly for this mentorship?,2025-09-23 02:00:00,no
1701,1455,1263,This mentorship focuses heavily on practical Docker experience.,2025-02-27 02:00:00,no
1702,2627,5424,Can someone explain more about Zeplin?,2025-08-21 16:00:00,yes
1703,190,2271,Do I need prior knowledge of Apache Spark before joining?,2025-09-26 04:00:00,no
1704,384,2214,How much experience is needed in CI/CD Pipelines?,2025-08-03 01:00:00,no
1705,384,880,CI/CD Pipelines is one of the most important skills in this mentorship.,2025-08-03 02:00:00,no
1706,1997,1280,Strong understanding of Jenkins will help mentees succeed.,2024-11-07 09:00:00,no
1707,1003,1162,Mentees should spend extra time practicing Premiere Pro.,2024-03-02 14:00:00,no
1708,1065,925,Strong understanding of Nuxt.js will help mentees succeed.,2025-10-19 14:00:00,no
1709,3062,1749,How much experience is needed in HTML?,2025-07-21 16:00:00,no
1710,389,2001,How much experience is needed in Kubernetes?,2025-05-05 06:00:00,no
1711,2324,2626,Will this mentorship cover advanced Jupyter Notebook topics?,2024-05-19 17:00:00,no
1712,2324,5213,How much experience is needed in Jupyter Notebook?,2024-05-19 17:00:00,yes
1713,607,1472,Strong understanding of Android (Java) will help mentees succeed.,2025-09-30 12:00:00,no
1714,956,1841,Is Power BI beginner friendly for this mentorship?,2025-06-04 09:00:00,no
1715,1478,5363,Will this mentorship cover advanced JavaScript topics?,2025-08-01 16:00:00,no
1716,2140,2815,Do I need prior knowledge of Interview Preparation Frameworks before joining?,2025-01-07 15:00:00,no
1717,2140,2324,How will the sessions be structured?,2025-01-07 02:00:00,no
1718,1907,1620,Will this mentorship cover advanced BERT topics?,2025-09-04 11:00:00,no
1719,218,3311,Is CSS beginner friendly for this mentorship?,2025-09-23 18:00:00,yes
1720,39,2694,Is After Effects beginner friendly for this mentorship?,2023-12-20 03:00:00,yes
1721,872,1320,Resume Review Tools is one of the most important skills in this mentorship.,2025-10-06 11:00:00,no
1722,247,3776,Can someone explain more about Asana?,2024-12-02 18:00:00,no
1723,1040,4581,Do I need prior knowledge of Spring Boot before joining?,2025-10-09 16:00:00,no
1724,2420,4849,Will this mentorship cover advanced Jira topics?,2024-01-27 10:00:00,no
1725,2661,4292,Do I need prior knowledge of Tailwind CSS before joining?,2025-01-24 07:00:00,no
1726,248,1537,Can someone explain more about Hugging Face Transformers?,2025-05-25 10:00:00,no
1727,2452,3439,Do I need prior knowledge of GitHub Actions before joining?,2025-10-19 02:00:00,no
1728,2096,2125,Will this mentorship cover advanced FigJam topics?,2025-10-17 10:00:00,no
1729,2271,579,AWS is one of the most important skills in this mentorship.,2025-06-14 06:00:00,no
1730,2530,4429,How much experience is needed in Logo Design Tools?,2025-09-17 11:00:00,no
1731,1868,3061,Do I need prior knowledge of GitLab CI before joining?,2024-06-11 05:00:00,no
1732,459,25,Zeplin is very valuable for real-world projects.,2024-04-23 01:00:00,yes
1733,1059,800,Mentees should spend extra time practicing Android (Kotlin).,2024-11-17 03:00:00,no
1734,1756,4654,How much experience is needed in Sketch?,2025-10-02 01:00:00,no
1735,2673,676,Strong understanding of Android (Java) will help mentees succeed.,2025-09-17 14:00:00,no
1736,1909,2708,Will this mentorship cover advanced Google Cloud Platform topics?,2024-11-02 07:00:00,no
1737,2272,87,.NET / ASP.NET Core is very valuable for real-world projects.,2025-07-15 04:00:00,yes
1738,3174,1510,Will this mentorship cover advanced Monday.com topics?,2025-08-21 07:00:00,no
1739,2553,1005,Microservices Architecture is very valuable for real-world projects.,2025-06-08 10:00:00,no
1740,1035,3215,Is Bootstrap beginner friendly for this mentorship?,2025-10-18 08:00:00,no
1741,1582,5389,Is Jupyter Notebook beginner friendly for this mentorship?,2024-09-21 12:00:00,no
1742,1741,7,Mentees should spend extra time practicing .NET / ASP.NET Core.,2025-10-16 06:00:00,no
1743,1920,4960,Do I need prior knowledge of Resume Review Tools before joining?,2025-03-28 08:00:00,no
1744,2567,1423,JavaScript is very valuable for real-world projects.,2025-03-14 02:00:00,no
1745,2049,2828,"Will this mentorship cover advanced Message Queues (Kafka, RabbitMQ) topics?",2025-07-02 13:00:00,no
1746,2049,2067,"Can someone explain more about Message Queues (Kafka, RabbitMQ)?",2025-07-02 17:00:00,no
1747,2049,900,"Mentees should spend extra time practicing Message Queues (Kafka, RabbitMQ).",2025-07-02 07:00:00,no
1748,2431,970,This mentorship focuses heavily on practical LightGBM experience.,2024-12-10 02:00:00,no
1749,790,3139,Is Trello beginner friendly for this mentorship?,2024-10-09 01:00:00,no
1750,463,1690,Do I need prior knowledge of CatBoost before joining?,2025-08-16 07:00:00,no
1751,493,2363,Is BigQuery beginner friendly for this mentorship?,2024-01-11 11:00:00,no
1752,1272,3431,Will this mentorship cover advanced Hadoop topics?,2024-02-08 07:00:00,no
1753,3022,4964,Do I need prior knowledge of GitHub Actions before joining?,2025-06-03 13:00:00,no
