post_id,technology_id,required_experience_level
1319,49,beginner
1319,54,beginner
1320,132,beginner
1321,66,beginner
1321,65,none
1321,69,intermediate
1322,83,intermediate
1322,84,none
1322,86,beginner
1323,84,beginner
1323,87,none
1323,86,none
1324,45,none
1324,42,none
1324,44,none
1325,12,beginner
1325,11,none
1325,20,none
1326,14,none
1326,16,beginner
1326,20,none
1327,16,none
1327,20,beginner
1327,11,none
1328,45,beginner
1328,37,beginner
1328,44,none
1329,117,advanced
1329,116,intermediate
1329,118,beginner
1330,110,intermediate
1330,112,none
1330,114,none
1331,40,intermediate
1331,36,beginner
1331,47,beginner
1332,49,intermediate
1332,54,intermediate
1332,53,intermediate
1333,53,intermediate
1333,54,none
1333,49,intermediate
1334,31,none
1334,35,beginner
1335,31,none
1335,35,beginner
1336,44,advanced
1336,37,beginner
1336,40,beginner
1337,55,advanced
1338,40,none
1338,37,none
1338,44,none
1339,150,beginner
1339,154,intermediate
1339,152,beginner
1340,94,none
1340,95,intermediate
1340,91,none
1341,94,none
1341,95,beginner
1341,91,beginner
1342,64,none
1342,57,beginner
1342,62,beginner
1343,94,none
1343,95,none
1343,91,none
1344,140,none
1344,136,beginner
1344,135,beginner
1345,133,beginner
1345,128,beginner
1345,131,none
1346,17,none
1346,20,intermediate
1346,14,beginner
1347,23,none
1347,28,none
1347,25,none
1348,23,beginner
1348,28,beginner
1348,25,advanced
1349,19,none
1349,18,beginner
1349,17,none
1350,36,intermediate
1350,41,beginner
1350,42,beginner
1351,26,beginner
1351,25,none
1351,24,intermediate
1352,1,beginner
1352,2,none
1352,8,none
1353,14,beginner
1353,12,beginner
1353,13,none
1354,21,beginner
1354,20,beginner
1354,14,beginner
1355,5,advanced
1355,6,none
1355,3,none
1356,14,none
1356,20,none
1356,13,advanced
1357,75,none
1357,72,beginner
1357,71,none
1358,89,beginner
1358,94,beginner
1358,90,intermediate
1359,89,none
1359,95,none
1359,90,none
1360,110,intermediate
1360,113,intermediate
1361,120,beginner
1361,122,beginner
1361,123,intermediate
1362,123,intermediate
1362,122,none
1362,121,beginner
1363,44,none
1363,45,beginner
1363,36,beginner
1364,16,beginner
1364,14,none
1364,20,none
1365,6,beginner
1365,7,none
1365,3,none
1366,18,none
1366,13,beginner
1366,11,none
1367,1,intermediate
1367,8,none
1367,6,intermediate
1368,140,none
1368,139,none
1368,136,none
1369,139,none
1369,136,beginner
1369,138,none
1370,141,beginner
1370,142,none
1370,145,beginner
1371,142,intermediate
1371,145,none
1371,141,advanced
1372,148,none
1372,147,beginner
1372,149,beginner
1373,151,intermediate
1373,154,beginner
1373,153,beginner
1374,120,beginner
1374,123,none
1374,121,intermediate
1375,117,none
1375,119,beginner
1375,118,none
1376,120,beginner
1376,121,beginner
1376,123,beginner
1377,117,beginner
1377,119,beginner
1377,118,none
1378,114,beginner
1378,110,none
1378,113,beginner
1379,113,none
1379,114,none
1379,110,beginner
1380,110,beginner
1380,113,beginner
1380,114,beginner
1381,35,intermediate
1381,30,beginner
1381,31,beginner
1382,25,none
1382,24,none
1382,26,beginner
1383,26,none
1383,25,none
1383,24,none
1384,30,none
1384,32,none
1384,31,beginner
1385,25,beginner
1385,26,none
1385,24,none
1386,33,beginner
1386,31,advanced
1386,35,beginner
1387,43,beginner
1387,40,advanced
1387,37,intermediate
1388,37,beginner
1388,38,beginner
1388,44,intermediate
1389,33,intermediate
1389,35,none
1389,31,none
1390,54,intermediate
1390,48,intermediate
1390,55,beginner
1391,13,beginner
1391,11,none
1391,10,beginner
1392,120,intermediate
1392,123,intermediate
1393,120,beginner
1393,123,intermediate
1394,85,none
1394,84,none
1394,88,beginner
1395,57,beginner
1395,60,intermediate
1395,58,none
1396,85,none
1396,88,beginner
1396,84,none
1397,58,beginner
1397,60,none
1397,57,none
1398,11,intermediate
1398,13,beginner
1398,17,intermediate
1399,17,none
1399,13,none
1399,11,beginner
1400,8,advanced
1400,9,beginner
1400,5,none
1401,35,beginner
1401,31,none
1401,33,intermediate
1402,9,none
1402,3,none
1402,8,beginner
1403,31,beginner
1403,35,beginner
1403,33,beginner
1404,86,advanced
1404,85,none
1404,84,beginner
1405,84,intermediate
1405,85,none
1405,81,beginner
1406,67,beginner
1407,84,beginner
1407,83,none
1407,85,beginner
1408,85,beginner
1408,83,beginner
1408,84,beginner
1409,31,none
1409,35,intermediate
1409,33,none
1410,6,beginner
1410,3,intermediate
1410,1,none
1411,117,none
1411,116,none
1411,118,none
1412,116,beginner
1412,119,beginner
1412,118,none
1413,116,none
1413,119,beginner
1413,118,none
1414,115,beginner
1414,110,none
1415,48,none
1415,51,intermediate
1415,49,none
1416,43,beginner
1416,38,none
1416,44,beginner
1417,43,beginner
1417,44,beginner
1417,38,none
1418,5,intermediate
1418,4,beginner
1419,4,none
1419,5,intermediate
1420,33,none
1420,31,beginner
1420,35,none
1421,19,beginner
1421,10,none
1421,13,beginner
1422,13,intermediate
1422,19,intermediate
1422,10,none
1423,42,none
1423,36,none
1423,46,beginner
1424,42,beginner
1424,36,intermediate
1424,47,beginner
1425,42,beginner
1425,46,beginner
1425,47,beginner
1426,6,beginner
1426,7,beginner
1426,3,none
1427,24,beginner
1427,28,none
1427,23,beginner
1428,7,none
1428,8,intermediate
1428,5,none
1429,13,beginner
1429,20,none
1429,16,beginner
1430,31,intermediate
1430,33,none
1430,35,beginner
1431,31,intermediate
1431,33,none
1431,35,beginner
1432,24,none
1432,26,advanced
1432,22,none
1433,24,none
1433,23,beginner
1433,26,none
1434,22,none
1434,25,intermediate
1434,23,beginner
1435,131,intermediate
1435,128,none
1435,129,intermediate
1436,141,none
1436,145,none
1436,142,intermediate
1437,145,none
1437,142,intermediate
1437,141,advanced
1438,54,beginner
1438,53,beginner
1438,48,beginner
1439,18,none
1439,10,beginner
1440,48,advanced
1440,53,intermediate
1440,54,intermediate
1441,50,none
1441,53,beginner
1441,54,beginner
1442,10,none
1442,18,beginner
1443,18,none
1443,10,none
1444,88,none
1444,85,beginner
1444,86,beginner
1445,61,beginner
1445,57,intermediate
1446,88,none
1446,85,none
1446,84,none
1447,8,advanced
1447,1,intermediate
1447,9,intermediate
1448,32,beginner
1448,31,beginner
1448,29,beginner
1449,17,none
1449,11,beginner
1450,14,advanced
1450,11,beginner
1450,13,none
1451,33,beginner
1451,31,none
1451,29,none
1452,18,beginner
1452,20,none
1452,10,none
1453,18,none
1453,20,none
1453,10,none
1454,24,intermediate
1454,28,beginner
1454,25,none
1455,26,beginner
1455,24,none
1455,23,beginner
1456,24,none
1456,23,none
1456,26,beginner
1457,26,beginner
1457,24,beginner
1457,23,beginner
1458,94,intermediate
1459,33,none
1459,32,beginner
1459,34,none
1460,33,none
1460,32,beginner
1460,31,none
1461,142,beginner
1461,143,none
1461,141,none
1462,141,none
1462,142,none
1462,143,none
1463,129,none
1463,131,none
1463,128,none
1464,141,none
1464,142,beginner
1464,143,intermediate
1465,37,none
1465,36,beginner
1465,44,beginner
1466,36,beginner
1466,37,none
1466,44,intermediate
1467,37,beginner
1467,43,beginner
1467,44,advanced
1468,37,beginner
1468,43,none
1468,36,beginner
1469,59,none
1469,57,none
1469,60,none
1470,60,none
1470,59,intermediate
1470,57,beginner
1471,80,intermediate
1471,76,intermediate
1471,79,none
1472,61,none
1472,60,none
1472,59,intermediate
1473,20,none
1473,13,intermediate
1473,19,none
1474,7,beginner
1474,5,none
1474,8,beginner
1475,2,beginner
1476,26,beginner
1476,27,none
1476,22,beginner
1477,26,intermediate
1477,25,advanced
1477,27,intermediate
1478,26,beginner
1478,27,beginner
1478,24,none
1479,135,none
1479,140,beginner
1479,136,beginner
1480,146,none
1480,147,none
1480,149,none
1481,140,none
1481,135,intermediate
1481,136,beginner
1482,148,none
1482,147,intermediate
1482,146,beginner
1483,84,none
1483,85,beginner
1483,88,none
1484,18,none
1484,13,beginner
1484,10,intermediate
1485,32,beginner
1485,35,none
1485,33,intermediate
1486,10,beginner
1486,13,beginner
1486,18,intermediate
1487,14,intermediate
1487,12,none
1487,20,intermediate
1488,154,beginner
1488,151,beginner
1488,153,intermediate
1489,140,none
1489,136,intermediate
1489,137,none
1490,153,advanced
1490,154,beginner
1490,151,none
1491,106,none
1491,104,beginner
1491,105,beginner
1492,113,advanced
1492,111,none
1492,114,beginner
1493,140,none
1493,136,advanced
1493,135,none
1494,140,none
1494,135,beginner
1494,136,beginner
1495,142,beginner
1495,141,none
1495,144,none
1496,87,beginner
1496,85,none
1496,86,none
1497,87,none
1497,86,beginner
1497,85,none
1498,86,beginner
1498,85,none
1498,87,beginner
1499,150,none
1499,154,intermediate
1499,151,intermediate
1500,136,intermediate
1500,137,none
1500,135,beginner
1501,16,intermediate
1501,11,intermediate
1502,11,advanced
1502,16,beginner
1503,24,none
1503,23,none
1503,26,beginner
1504,11,advanced
1504,16,none
1505,26,beginner
1505,28,beginner
1505,25,beginner
1506,147,intermediate
1506,148,beginner
1506,146,none
1507,148,advanced
1507,149,beginner
1507,147,intermediate
1508,151,none
1508,154,beginner
1508,150,none
1509,106,none
1509,109,none
1509,104,none
1510,104,beginner
1510,105,beginner
1510,106,none
1511,126,none
1511,125,intermediate
1511,124,none
1512,113,none
1512,111,none
1512,112,intermediate
1513,45,beginner
1513,38,beginner
1514,38,beginner
1514,45,intermediate
1515,27,none
1515,24,none
1515,25,beginner
1516,56,none
1516,51,none
1517,95,none
1517,94,none
1517,89,intermediate
1518,102,none
1518,97,none
1518,103,none
1519,86,beginner
1519,81,beginner
1519,84,none
1520,103,beginner
1520,102,beginner
1520,97,beginner
1521,54,advanced
1521,55,intermediate
1522,3,none
1522,1,intermediate
1522,7,none
1523,129,intermediate
1523,128,beginner
1523,134,advanced
1524,141,none
1524,144,none
1524,142,intermediate
1525,149,none
1525,147,intermediate
1526,139,none
1526,138,none
1526,135,none
1527,151,beginner
1527,154,none
1527,153,intermediate
1528,128,none
1528,131,none
1528,130,none
1529,151,none
1529,153,none
1529,154,none
1530,131,none
1530,128,beginner
1530,130,advanced
1531,131,intermediate
1531,130,beginner
1531,128,intermediate
1532,6,none
1532,5,none
1532,3,beginner
1533,25,none
1533,23,none
1533,24,intermediate
1534,22,none
1534,24,none
1534,23,intermediate
1535,23,none
1535,24,intermediate
1535,25,beginner
1536,124,none
1536,125,beginner
1536,126,beginner
1537,125,beginner
1537,127,beginner
1537,124,none
1538,126,none
1538,127,beginner
1538,124,intermediate
1539,115,beginner
1539,111,intermediate
1539,110,none
1540,40,beginner
1540,42,advanced
1541,18,intermediate
1541,14,beginner
1541,21,none
1542,139,intermediate
1542,135,none
1542,136,beginner
1543,135,beginner
1543,136,beginner
1543,138,beginner
1544,139,beginner
1544,135,intermediate
1545,149,beginner
1545,148,beginner
1545,146,none
1546,148,none
1546,149,none
1546,146,none
1547,152,intermediate
1547,150,none
1547,151,beginner
1548,151,beginner
1548,154,beginner
1548,153,beginner
1549,148,none
1549,146,none
1549,147,beginner
1550,148,none
1550,147,beginner
1550,146,none
1551,128,beginner
1551,133,none
1551,129,beginner
1552,152,intermediate
1552,154,none
1552,151,intermediate
1553,142,advanced
1553,141,beginner
1553,144,beginner
1554,111,beginner
1554,113,none
1554,110,none
1555,119,beginner
1555,117,beginner
1555,118,none
1556,113,none
1556,111,beginner
1556,110,beginner
1557,67,beginner
1557,69,none
1557,70,none
1558,95,beginner
1558,94,beginner
1558,93,intermediate
1559,67,intermediate
1559,69,beginner
1559,66,none
1560,95,beginner
1560,94,none
1560,93,beginner
1561,16,none
1561,14,beginner
1561,10,beginner
1562,32,none
1562,34,none
1562,31,none
1563,32,none
1563,33,none
1563,34,beginner
1564,74,beginner
1564,72,beginner
1564,73,beginner
1565,84,none
1565,88,beginner
1565,86,advanced
1566,89,none
1566,94,beginner
1566,92,none
1567,11,beginner
1567,18,intermediate
1567,15,beginner
1568,13,beginner
1568,10,none
1568,15,beginner
1569,33,none
1569,32,beginner
1569,31,none
1570,32,beginner
1570,31,none
1570,33,beginner
1571,36,beginner
1571,44,none
1571,46,beginner
1572,24,none
1572,25,none
1572,26,advanced
1573,24,intermediate
1573,26,advanced
1573,22,beginner
1574,49,beginner
1574,55,beginner
1574,54,none
1575,59,intermediate
1575,60,intermediate
1575,58,beginner
1576,58,none
1576,59,none
1576,60,none
1577,75,beginner
1577,73,none
1577,72,advanced
1578,2,beginner
1578,4,none
1578,8,none
1579,51,none
1579,53,advanced
1579,48,none
1580,53,beginner
1580,51,none
1580,48,beginner
1581,62,beginner
1581,57,none
1581,60,beginner
1582,76,none
1582,78,none
1582,79,beginner
1583,60,beginner
1583,57,none
1583,62,none
1584,34,none
1584,32,beginner
1584,31,beginner
1585,34,intermediate
1585,32,none
1585,31,intermediate
1586,31,beginner
1586,32,none
1586,34,intermediate
1587,26,advanced
1587,24,none
1587,25,none
1588,26,none
1588,27,none
1588,25,none
1589,26,beginner
1589,25,none
1589,27,beginner
1590,34,beginner
1591,34,intermediate
1592,62,beginner
1592,63,beginner
1592,59,advanced
1593,72,intermediate
1593,75,none
1593,73,none
1594,62,none
1594,63,none
1594,59,none
1595,62,beginner
1595,63,none
1595,59,none
1596,33,beginner
1596,31,beginner
1596,35,beginner
1597,35,none
1597,33,none
1597,31,none
1598,127,intermediate
1598,124,none
1598,125,beginner
1599,126,none
1599,124,beginner
1599,127,beginner
1600,5,none
1600,3,none
1600,6,beginner
1601,38,none
1601,43,beginner
1602,54,beginner
1602,56,beginner
1602,49,none
1603,5,none
1603,8,beginner
1603,6,beginner
1604,33,advanced
1604,34,none
1604,32,none
1605,25,beginner
1605,28,beginner
1605,23,beginner
1606,25,none
1606,28,beginner
1606,23,intermediate
1607,29,beginner
1608,24,beginner
1608,22,none
1608,23,none
1609,23,none
1609,24,intermediate
1609,22,none
1610,29,intermediate
1611,20,intermediate
1611,15,beginner
1612,26,none
1612,24,beginner
1612,25,beginner
1613,43,beginner
1613,36,intermediate
1614,43,intermediate
1614,36,intermediate
1615,104,none
1615,106,none
1615,109,beginner
1616,123,none
1617,105,none
1617,106,beginner
1617,104,intermediate
1618,111,intermediate
1618,114,none
1618,113,none
1619,127,beginner
1620,127,beginner
1620,124,beginner
1621,120,beginner
1621,123,beginner
1621,121,intermediate
1622,5,none
1622,2,intermediate
1622,3,beginner
1623,44,advanced
1624,120,intermediate
1624,122,none
1624,121,beginner
1625,107,beginner
1625,109,none
1626,126,none
1626,124,advanced
1626,125,intermediate
1627,120,none
1627,121,none
1627,123,intermediate
1628,10,none
1628,14,none
1628,12,none
1629,12,intermediate
1629,14,none
1629,10,none
1630,44,none
1630,37,none
1630,43,none
1631,22,advanced
1631,23,none
1631,25,beginner
1632,56,beginner
1632,50,beginner
1633,25,none
1633,22,intermediate
1633,23,none
1634,43,none
1634,44,none
1634,38,beginner
1635,98,none
1635,96,intermediate
1635,102,none
1636,70,beginner
1636,69,beginner
1636,66,advanced
1637,103,beginner
1637,96,beginner
1637,102,intermediate
1638,104,none
1638,106,none
1638,107,none
1639,107,beginner
1639,104,beginner
1639,106,none
1640,104,intermediate
1640,109,beginner
1640,106,none
1641,60,intermediate
1641,57,beginner
1641,64,none
1642,60,none
1642,57,none
1642,64,beginner
1643,94,none
1643,93,none
1643,91,none
1644,38,none
1644,47,none
1644,42,none
1645,38,none
1645,42,none
1645,47,none
1646,14,beginner
1646,17,none
1646,11,none
1647,84,beginner
1647,83,none
1647,85,none
1648,83,advanced
1648,84,none
1648,85,beginner
1649,83,none
1649,84,beginner
1649,85,intermediate
1650,124,intermediate
1650,126,none
1650,127,none
1651,110,none
1651,111,none
1651,113,none
1652,114,beginner
1652,111,none
1652,110,intermediate
1653,118,beginner
1653,119,none
1653,117,beginner
1654,114,none
1654,110,none
1654,111,intermediate
1655,73,none
1655,74,none
1655,72,advanced
1656,96,none
1656,99,beginner
1657,127,intermediate
1657,124,beginner
1657,126,beginner
1658,19,none
1658,20,intermediate
1658,10,none
1659,7,intermediate
1659,1,beginner
1659,3,none
1660,10,intermediate
1660,19,beginner
1660,20,beginner
1661,20,beginner
1661,10,advanced
1661,19,intermediate
1662,75,none
1662,73,beginner
1663,78,beginner
1663,76,none
1663,79,beginner
1664,72,intermediate
1664,73,intermediate
1664,74,none
1665,72,intermediate
1665,73,none
1665,74,intermediate
1666,67,beginner
1666,65,beginner
1666,68,none
1667,73,none
1667,74,none
1667,72,intermediate
1668,73,beginner
1668,72,advanced
1668,75,none
1669,75,beginner
1669,73,beginner
1669,74,advanced
1670,75,beginner
1670,74,none
1670,72,none
1671,86,none
1671,87,intermediate
1672,86,intermediate
1673,86,none
1673,87,none
1674,59,beginner
1674,61,beginner
1674,57,none
1675,61,beginner
1675,60,none
1675,59,none
1676,122,none
1676,121,beginner
1676,120,none
1677,121,beginner
1677,120,none
1677,122,none
1678,105,beginner
1678,106,beginner
1678,104,intermediate
1679,26,none
1679,24,beginner
1680,44,intermediate
1680,42,intermediate
1680,40,beginner
1681,31,none
1681,33,none
1681,35,intermediate
1682,26,intermediate
1682,24,none
1683,19,none
1683,11,none
1683,14,intermediate
1684,3,beginner
1684,5,none
1684,4,none
1685,4,none
1685,3,none
1685,5,beginner
1686,13,advanced
1686,16,beginner
1686,10,beginner
1687,20,none
1687,16,beginner
1687,13,beginner
1688,38,advanced
1688,36,beginner
1688,40,none
1689,13,none
1689,16,beginner
1689,10,none
1690,20,beginner
1690,13,beginner
1690,10,none
1691,30,intermediate
1691,31,intermediate
1691,35,none
1692,35,none
1692,31,none
1692,30,beginner
1693,24,beginner
1693,23,intermediate
1693,22,advanced
1694,30,none
1694,35,none
1694,31,beginner
1695,35,none
1695,30,beginner
1695,31,beginner
1696,117,none
1696,119,beginner
1696,116,intermediate
1697,126,beginner
1697,127,beginner
1697,124,none
1698,117,beginner
1698,119,intermediate
1698,116,beginner
1699,24,none
1699,25,beginner
1699,26,beginner
1700,3,none
1700,8,beginner
1700,7,none
1701,7,none
1701,3,beginner
1701,1,none
1702,23,beginner
1702,24,none
1702,27,intermediate
1703,55,none
1704,48,advanced
1704,55,beginner
1705,34,intermediate
1705,33,beginner
1705,32,beginner
1706,38,intermediate
1706,36,beginner
1706,47,beginner
1707,25,beginner
1707,23,none
1707,28,none
1708,38,beginner
1708,47,none
1708,36,none
1709,26,none
1709,23,advanced
1710,23,intermediate
1711,26,none
1711,23,beginner
1712,18,beginner
1712,10,none
1712,20,none
1713,31,none
1713,33,none
1713,32,intermediate
1714,17,none
1714,20,none
1714,10,beginner
1715,33,beginner
1715,31,none
1715,32,none
1716,18,none
1716,17,beginner
1716,10,beginner
1717,114,none
1717,111,beginner
1717,112,beginner
1718,112,none
1718,114,beginner
1718,111,none
1719,120,none
1719,122,none
1719,123,advanced
1720,114,beginner
1720,110,none
1720,111,none
1721,114,beginner
1721,110,beginner
1721,111,intermediate
1722,37,intermediate
1723,40,none
1724,40,intermediate
1725,37,intermediate
1725,40,intermediate
1726,12,none
1726,14,advanced
1726,20,none
1727,146,none
1727,149,none
1727,147,beginner
1728,54,intermediate
1728,50,none
1728,55,none
1729,24,advanced
1729,25,intermediate
1729,23,none
1730,31,intermediate
1730,30,intermediate
1731,11,beginner
1731,12,none
1731,20,none
1732,44,beginner
1732,47,none
1733,12,beginner
1733,20,beginner
1733,11,none
1734,126,intermediate
1735,109,none
1735,105,none
1736,105,beginner
1736,109,beginner
1737,48,beginner
1737,52,advanced
1737,49,beginner
1738,52,beginner
1738,49,none
1738,56,none
1739,56,intermediate
1739,49,none
1739,48,beginner
1740,52,none
1740,49,none
1740,56,intermediate
1741,3,beginner
1741,8,beginner
1741,6,beginner
1742,135,none
1742,137,intermediate
1742,136,beginner
1743,1,beginner
1744,13,intermediate
1744,11,intermediate
1744,10,none
1745,6,none
1745,1,beginner
1746,119,beginner
1747,114,beginner
1747,113,beginner
1747,111,intermediate
1748,123,beginner
1748,120,advanced
1749,104,none
1749,109,beginner
1749,105,beginner
1750,120,beginner
1750,123,beginner
1751,148,intermediate
1751,146,advanced
1751,147,none
1752,142,intermediate
1752,144,none
1752,143,beginner
1753,146,none
1753,148,advanced
1753,149,beginner
1754,54,intermediate
1754,49,intermediate
1754,56,none
1755,56,none
1755,52,intermediate
1755,54,none
1756,32,intermediate
1756,30,intermediate
1756,29,beginner
1757,56,beginner
1757,54,none
1757,49,intermediate
1758,49,beginner
1758,54,none
1758,56,none
1759,12,beginner
1759,14,beginner
1760,12,beginner
1760,14,intermediate
1761,25,advanced
1761,24,none
1761,28,intermediate
1762,3,none
1762,8,beginner
1762,2,beginner
1763,14,beginner
1763,12,beginner
1764,48,beginner
1764,49,beginner
1764,53,none
1765,14,none
1765,18,none
1765,13,none
1766,1,intermediate
1766,4,beginner
1766,3,beginner
1767,146,beginner
1767,147,beginner
1767,148,advanced
1768,154,none
1768,151,none
1768,150,intermediate
1769,101,beginner
1769,97,beginner
1769,96,intermediate
1770,11,beginner
1770,14,beginner
1770,12,none
1771,11,none
1771,14,none
1771,12,none
1772,11,none
1772,14,beginner
1772,12,none
1773,34,none
1773,31,intermediate
1773,33,intermediate
1774,29,beginner
1774,32,beginner
1774,31,beginner
1775,50,none
1775,49,none
1775,54,none
1776,49,intermediate
1776,54,beginner
1776,50,beginner
1777,1,beginner
1777,4,none
1777,2,none
1778,2,none
1778,5,none
1778,4,beginner
1779,4,beginner
1779,5,beginner
1779,2,none
1780,38,beginner
1780,43,none
1781,38,none
1781,43,beginner
1782,122,none
1782,121,intermediate
1782,123,intermediate
1783,13,intermediate
1784,55,beginner
1784,56,none
1784,49,none
1785,55,none
1785,49,none
1785,56,none
1786,106,intermediate
1786,109,none
1786,108,beginner
1787,106,advanced
1787,109,none
1787,108,none
1788,108,none
1788,106,beginner
1788,109,intermediate
1789,148,none
1789,146,intermediate
1789,147,beginner
1790,57,none
1790,59,intermediate
1790,61,beginner
1791,71,beginner
1791,75,none
1791,72,none
1792,127,none
1792,126,advanced
1792,124,none
1793,104,intermediate
1793,108,advanced
1793,109,beginner
1794,109,none
1794,108,beginner
1794,104,none
1795,104,beginner
1795,108,intermediate
1795,109,beginner
1796,49,none
1796,54,intermediate
1796,53,none
1797,42,beginner
1797,46,beginner
1797,37,beginner
1798,46,advanced
1798,42,beginner
1798,37,beginner
1799,42,beginner
1799,46,none
1799,37,beginner
1800,12,beginner
1800,20,beginner
1800,18,none
1801,33,beginner
1801,31,none
1801,32,none
1802,47,none
1802,36,none
1802,37,none
1803,1,beginner
1803,5,beginner
1803,4,beginner
1804,4,none
1804,5,none
1804,1,none
1805,31,beginner
1805,32,none
1805,33,none
1806,39,none
1806,37,none
1806,42,none
1807,54,advanced
1807,49,beginner
1807,48,none
1808,54,none
1808,53,beginner
1808,49,none
1809,39,none
1809,37,intermediate
1809,42,advanced
1810,125,none
1810,127,beginner
1810,124,beginner
1811,118,none
1811,116,intermediate
1812,128,none
1812,129,beginner
1813,129,none
1813,128,beginner
1814,137,advanced
1814,136,none
1814,138,beginner
1815,136,none
1815,137,none
1815,135,beginner
1816,54,none
1816,56,none
1816,53,none
1817,56,beginner
1817,54,beginner
1817,53,none
1818,117,beginner
1818,118,beginner
1818,119,none
1819,118,beginner
1819,119,intermediate
1819,117,none
1820,117,beginner
1820,118,beginner
1820,119,none
1821,116,none
1821,117,beginner
1821,119,none
1822,115,beginner
1822,111,none
1822,112,beginner
1823,1,beginner
1823,8,none
1823,3,intermediate
1824,48,none
1824,56,advanced
1824,50,beginner
1825,2,none
1825,3,beginner
1825,8,none
1826,49,none
1826,48,none
1826,50,none
1827,49,beginner
1827,56,intermediate
1827,50,none
1828,35,none
1828,32,none
1828,29,beginner
1829,26,none
1829,23,none
1829,22,none
1830,11,beginner
1830,19,beginner
1830,14,none
1831,19,intermediate
1831,11,intermediate
1831,14,none
1832,14,none
1832,10,intermediate
1832,20,beginner
1833,5,beginner
1833,8,none
1833,7,advanced
1834,19,beginner
1834,10,beginner
1834,14,none
1835,107,beginner
1835,106,none
1835,104,advanced
1836,126,beginner
1836,125,none
1836,124,beginner
1837,126,none
1837,125,none
1837,124,none
1838,94,intermediate
1838,93,none
1838,90,none
1839,89,beginner
1839,94,advanced
1839,93,none
1840,27,none
1840,23,beginner
1840,25,none
1841,55,beginner
1841,49,none
1841,56,none
1842,23,beginner
1842,25,beginner
1842,27,none
1843,55,none
1843,56,beginner
1843,49,none
1844,23,advanced
1844,27,none
1844,25,none
1845,63,beginner
1845,59,beginner
1846,84,intermediate
1846,85,intermediate
1846,86,none
1847,87,none
1847,85,none
1847,84,none
1848,38,none
1848,41,none
1848,37,beginner
1849,31,advanced
1849,33,none
1849,34,none
1850,132,advanced
1850,131,none
1850,134,beginner
1851,148,beginner
1851,149,beginner
1851,147,none
1852,152,none
1852,154,none
1853,152,beginner
1854,95,none
1854,89,none
1854,92,none
1855,76,intermediate
1856,78,intermediate
1856,76,beginner
1857,89,advanced
1857,95,none
1857,92,advanced
1858,94,none
1858,95,beginner
1858,93,none
1859,85,intermediate
1859,84,beginner
1859,82,beginner
1860,82,none
1860,84,intermediate
1860,85,none
1861,85,beginner
1861,84,none
1861,82,beginner
1862,84,none
1862,85,none
1862,82,beginner
1863,98,beginner
1863,96,intermediate
1863,97,none
1864,49,none
1864,48,beginner
1864,50,none
1865,32,intermediate
1865,31,none
1865,35,beginner
1866,48,intermediate
1866,49,beginner
1866,50,beginner
1867,38,none
1867,46,beginner
1867,36,intermediate
1868,34,beginner
1868,33,intermediate
1869,37,none
1869,43,beginner
1869,36,none
1870,33,beginner
1870,34,intermediate
1871,135,beginner
1871,140,beginner
1871,138,none
1872,147,none
1872,146,intermediate
1872,149,intermediate
1873,128,advanced
1873,129,intermediate
1874,147,none
1874,146,advanced
1874,149,none
1875,74,beginner
1875,73,none
1875,72,none
1876,74,none
1876,72,beginner
1876,73,beginner
1877,73,none
1877,72,advanced
1877,74,beginner
1878,28,none
1878,25,none
1878,23,beginner
1879,28,none
1879,24,beginner
1879,25,beginner
1880,30,beginner
1880,32,none
1880,33,none
1881,30,beginner
1881,33,none
1881,32,none
1882,25,none
1882,28,beginner
1882,23,beginner
1883,5,none
1883,3,none
1883,7,none
1884,49,intermediate
1884,55,none
1885,28,none
1885,23,beginner
1885,25,beginner
1886,30,intermediate
1886,32,beginner
1886,31,none
1887,29,beginner
1887,32,beginner
1887,31,none
1888,8,beginner
1888,2,none
1888,3,none
1889,31,none
1889,30,intermediate
1889,33,beginner
1890,31,none
1890,29,none
1890,32,beginner
1891,142,none
1891,143,beginner
1891,141,beginner
1892,148,intermediate
1892,146,beginner
1892,147,none
1893,143,none
1893,142,intermediate
1893,141,none
1894,47,none
1894,37,none
1894,38,none
1895,24,intermediate
1895,25,beginner
1895,26,intermediate
1896,25,beginner
1896,26,none
1896,24,none
1897,24,intermediate
1897,25,none
1897,26,none
1898,25,none
1898,24,none
1898,26,beginner
1899,117,beginner
1899,116,intermediate
1899,119,none
1900,152,none
1900,151,beginner
1900,154,beginner
1901,144,intermediate
1901,145,none
1901,141,intermediate
1902,154,none
1902,152,beginner
1902,153,none
1903,152,beginner
1903,151,none
1903,154,intermediate
1904,154,none
1904,152,advanced
1904,151,beginner
1905,47,none
1905,46,none
1905,44,beginner
1906,47,none
1906,42,none
1906,44,none
1907,22,none
1907,24,none
1907,25,beginner
1908,8,none
1908,3,beginner
1908,6,none
1909,8,beginner
1909,5,none
1909,1,beginner
1910,20,beginner
1910,10,intermediate
1910,12,beginner
1911,1,beginner
1911,5,none
1911,6,advanced
1912,38,beginner
1912,44,beginner
1912,36,none
1913,56,none
1913,54,none
1913,55,none
1914,34,none
1914,30,beginner
1914,32,beginner
1915,38,none
1915,46,none
1915,36,none
1916,146,beginner
1916,148,none
1916,147,beginner
1917,147,beginner
1917,146,beginner
1917,148,none
1918,149,beginner
1918,146,none
1918,147,none
1919,131,none
